Personal Data,,,,,,,,Endorsement Data,,,,,,,,,,Electoral Data,,,,Factchecking Columns,,
Candidate,Incumbent,Open Primary,State,Primary Date,Office,District,Gender,EMILY's List,Justice Dems,Indivisible,PCCC,Our Revolution,Sanders,AOC,Party Committee,Biden,Obama,Primary %,Primary Outcome,"Checked? (not H, I, T)",,Man vs. Woman?,"Checked? inc. H, I, T, W",Notes
Chellie Pingree,Yes,No,Maine,7/14/2020,Representative,1,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,MaineRepresentative1,No,yes,
Jared Golden,Yes,No,Maine,7/14/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,MaineRepresentative2,No,,
Cory Booker,Yes,No,New Jersey,7/7/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88,Won,,New JerseySenatorN/A,No,,
Lawrence Hamm,No,No,New Jersey,7/7/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,Lost,,New JerseySenatorN/A,No,,
Donald Norcross,Yes,No,New Jersey,7/7/2020,Representative,1,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,New JerseyRepresentative1,No,,
Will Cunningham,No,Yes,New Jersey,7/7/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,Lost,,New JerseyRepresentative2,Yes,,
John Francis,No,Yes,New Jersey,7/7/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,Lost,,New JerseyRepresentative2,Yes,,
Brigid Callahan Harrison,No,Yes,New Jersey,7/7/2020,Representative,2,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,Lost,,New JerseyRepresentative2,Yes,yes,
Amy Kennedy,No,Yes,New Jersey,7/7/2020,Representative,2,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62,Won,,New JerseyRepresentative2,Yes,yes,
Robert Turkavage,No,Yes,New Jersey,7/7/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,Lost,,New JerseyRepresentative2,Yes,,
Andy KIm,Yes,No,New Jersey,7/7/2020,Representative,3,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,New JerseyRepresentative3,No,,
David Applefield,No,Yes,New Jersey,7/7/2020,Representative,4,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,Lost,,New JerseyRepresentative4,Yes,,
Christine Conforti,No,Yes,New Jersey,7/7/2020,Representative,4,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,Lost,,New JerseyRepresentative4,Yes,yes,
Stephanie Schmid,No,Yes,New Jersey,7/7/2020,Representative,4,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67,Won,,New JerseyRepresentative4,Yes,yes,
Josh Gottheimer,Yes,No,New Jersey,7/7/2020,Representative,5,Male,N/A,N/A,No,No,N/A,No,N/A,N/A,N/A,N/A,66,Won,,New JerseyRepresentative5,Yes,,
Arati Kreibich,No,No,New Jersey,7/7/2020,Representative,5,Female,N/A,N/A,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,34,Lost,yes,New JerseyRepresentative5,Yes,yes,
Frank Pallone,Yes,No,New Jersey,7/7/2020,Representative,6,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79,Won,,New JerseyRepresentative6,Yes,,
Amani Al-Khatahtbeh,No,No,New Jersey,7/7/2020,Representative,6,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,Lost,,New JerseyRepresentative6,Yes,yes,
Russ Cirincione,No,No,New Jersey,7/7/2020,Representative,6,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,Lost,,New JerseyRepresentative6,Yes,,
Tom Malinowski,Yes,No,New Jersey,7/7/2020,Representative,7,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,New JerseyRepresentative7,No,,
Albio Sires,Yes,No,New Jersey,7/7/2020,Representative,8,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70,Won,,New JerseyRepresentative8,No,,
Hector Oseguera,No,No,New Jersey,7/7/2020,Representative,8,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27,Lost,,New JerseyRepresentative8,No,,
Will Sheehan,No,No,New Jersey,7/7/2020,Representative,8,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,Lost,,New JerseyRepresentative8,No,,
Bill Pascrell,Yes,No,New Jersey,7/7/2020,Representative,9,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81,Won,,New JerseyRepresentative9,Yes,,
Alp Basaran,No,No,New Jersey,7/7/2020,Representative,9,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,Lost,,New JerseyRepresentative9,Yes,,
Zina Spezakis,No,No,New Jersey,7/7/2020,Representative,9,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,Lost,,New JerseyRepresentative9,Yes,yes,
Donald Payne,Yes,No,New Jersey,7/7/2020,Representative,10,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88,Won,,New JerseyRepresentative10,No,,
John Flora,No,No,New Jersey,7/7/2020,Representative,10,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,Lost,,New JerseyRepresentative10,No,,
Eugene Mazo,No,No,New Jersey,7/7/2020,Representative,10,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,Lost,,New JerseyRepresentative10,No,,
Mikie Sherrill,Yes,No,New Jersey,7/7/2020,Representative,11,Female,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,New JerseyRepresentative11,No,yes,
Bonnie Watson Coleman,Yes,No,New Jersey,7/7/2020,Representative,12,Female,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,89,Won,yes,New JerseyRepresentative12,No,yes,
Lisa McCormick,No,No,New Jersey,7/7/2020,Representative,12,Female,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,11,Lost,,New JerseyRepresentative12,No,yes,
Andrew Romanoff,No,Yes,Colorado,6/30/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,Yes,N/A,N/A,No,N/A,N/A,41,Lost,yes,ColoradoSenatorN/A,No,,
John Hickenlooper,No,Yes,Colorado,6/30/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,No,N/A,N/A,Yes,N/A,N/A,59,Won,yes,ColoradoSenatorN/A,No,,
Diana DeGette,Yes,No,Colorado,6/30/2020,Representative,1,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,ColoradoRepresentative1,No,yes,
Joe Neguse,Yes,No,Colorado,6/30/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,ColoradoRepresentative2,No,,
James Iacino,No,Yes,Colorado,6/30/2020,Representative,3,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39,Lost,,ColoradoRepresentative3,Yes,,
Diane Mitsch Bush,No,Yes,Colorado,6/30/2020,Representative,3,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61,Won,,ColoradoRepresentative3,Yes,yes,
Ike McCorkle,No,Yes,Colorado,6/30/2020,Representative,4,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,ColoradoRepresentative4,No,,
Jillian Freeland,No,Yes,Colorado,6/30/2020,Representative,5,Female,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,yes,ColoradoRepresentative5,No,yes,
Jason Crow,Yes,No,Colorado,6/30/2020,Representative,6,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,ColoradoRepresentative6,No,,
Ed Perlmutter,Yes,No,Colorado,6/30/2020,Representative,7,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,ColoradoRepresentative7,No,,
Sheila Bilyeu,No,Yes,Oklahoma,6/30/2020,Senator,N/A,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,Lost,,OklahomaSenatorN/A,Yes,yes,
Abby Broyles,No,Yes,Oklahoma,6/30/2020,Senator,N/A,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60,Won,,OklahomaSenatorN/A,Yes,yes,
Elysabeth Britt,No,Yes,Oklahoma,6/30/2020,Senator,N/A,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,Lost,,OklahomaSenatorN/A,Yes,yes,
R.O. “Joe” Cassity Jr.,No,Yes,Oklahoma,6/30/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,Lost,,OklahomaSenatorN/A,Yes,,
Kojo Asamoa-Caesar,No,Yes,Oklahoma,6/30/2020,Representative,1,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64,Won,,OklahomaRepresentative1,No,,
Mark Keeter,No,Yes,Oklahoma,6/30/2020,Representative,1,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36,Lost,,OklahomaRepresentative1,No,,
Danyell Lanier,No,Yes,Oklahoma,6/30/2020,Representative,2,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,OklahomaRepresentative2,No,yes,
Zoe Midyett,No,Yes,Oklahoma,6/30/2020,Representative,3,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,OklahomaRepresentative3,No,yes,
Mary Brannon,No,Yes,Oklahoma,6/30/2020,Representative,4,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64,Won,,OklahomaRepresentative4,Yes,yes,
John Argo,No,Yes,Oklahoma,6/30/2020,Representative,4,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,Lost,,OklahomaRepresentative4,Yes,,
David Slemmons,No,Yes,Oklahoma,6/30/2020,Representative,4,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19,Lost,,OklahomaRepresentative4,Yes,,
Tom Guild,No,No,Oklahoma,6/30/2020,Representative,5,Male,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,Lost,,OklahomaRepresentative5,Yes,,
Kendra Horn,Yes,No,Oklahoma,6/30/2020,Representative,5,Female,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,86,Won,,OklahomaRepresentative5,Yes,yes,
Darren Parry,No,Yes,Utah,6/30/2020,Representative,1,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51,Won,,UtahRepresentative1,Yes,,
Jamie Cheek,No,Yes,Utah,6/30/2020,Representative,1,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,49,Lost,,UtahRepresentative1,Yes,yes,
Jimmy Ausbrooks,No,Yes,Kentucky,6/23/2020,Senator,N/A,Male,N/A,N/A,No,No,No,No,No,No,N/A,N/A,1,Lost,,KentuckySenatorN/A,Yes,,
Charles Booker,No,Yes,Kentucky,6/23/2020,Senator,N/A,Male,N/A,N/A,Yes,Yes,Yes,Yes,Yes,No,N/A,N/A,43,Lost,yes,KentuckySenatorN/A,Yes,,
Mike Broihier,No,Yes,Kentucky,6/23/2020,Senator,N/A,Male,N/A,N/A,No,No,No,No,No,No,N/A,N/A,5,Lost,,KentuckySenatorN/A,Yes,,
Maggie Jo Hilliard,No,Yes,Kentucky,6/23/2020,Senator,N/A,Female,N/A,N/A,No,No,No,No,No,No,N/A,N/A,1,Lost,,KentuckySenatorN/A,Yes,yes,
Andrew J. Maynard,No,Yes,Kentucky,6/23/2020,Senator,N/A,Male,N/A,N/A,No,No,No,No,No,No,N/A,N/A,1,Lost,,KentuckySenatorN/A,Yes,,
Amy McGrath,No,Yes,Kentucky,6/23/2020,Senator,N/A,Female,N/A,N/A,No,No,No,No,No,Yes,N/A,N/A,45,Won,yes,KentuckySenatorN/A,Yes,yes,
Eric Rothmuller,No,Yes,Kentucky,6/23/2020,Senator,N/A,Male,N/A,N/A,No,No,No,No,No,No,N/A,N/A,1,Lost,,KentuckySenatorN/A,Yes,,
John R. Sharpensteen,No,Yes,Kentucky,6/23/2020,Senator,N/A,Male,N/A,N/A,No,No,No,No,No,No,N/A,N/A,1,Lost,,KentuckySenatorN/A,Yes,,
Bennie J. Smith,No,Yes,Kentucky,6/23/2020,Senator,N/A,Male,N/A,N/A,No,No,No,No,No,No,N/A,N/A,1,Lost,,KentuckySenatorN/A,Yes,,
Mary Ann Tobin,No,Yes,Kentucky,6/23/2020,Senator,N/A,Female,N/A,N/A,No,No,No,No,No,No,N/A,N/A,2,Lost,,KentuckySenatorN/A,Yes,yes,
James Rhodes,No,Yes,Kentucky,6/23/2020,Representative,1,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,KentuckyRepresentative1,No,,
Hank Linderman,No,Yes,Kentucky,6/23/2020,Representative,2,Male,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,yes,KentuckyRepresentative2,No,,
John Yarmuth,Yes,No,Kentucky,6/23/2020,Representative,3,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,KentuckyRepresentative3,No,,
Shannon Fabert,No,Yes,Kentucky,6/23/2020,Representative,4,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42,Lost,,KentuckyRepresentative4,No,yes,
Alexandra Owensby,No,Yes,Kentucky,6/23/2020,Representative,4,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58,Won,,KentuckyRepresentative4,No,yes,
Matthew Ryan Best,No,Yes,Kentucky,6/23/2020,Representative,5,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,KentuckyRepresentative5,No,,
Josh Hicks,No,Yes,Kentucky,6/23/2020,Representative,6,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72,Won,,KentuckyRepresentative6,No,,
Daniel Kemph,No,Yes,Kentucky,6/23/2020,Representative,6,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28,Lost,,KentuckyRepresentative6,No,,
Greg Fischer,No,Yes,New York,6/23/2020,Representative,1,Male,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Lost,,New YorkRepresentative1,Yes,,
Bridget Fleming,No,Yes,New York,6/23/2020,Representative,1,Female,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Lost,,New YorkRepresentative1,Yes,yes,
Perry Gershon,No,Yes,New York,6/23/2020,Representative,1,Male,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Lost,,New YorkRepresentative1,Yes,,
Nancy Goroff,No,Yes,New York,6/23/2020,Representative,1,Female,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Won,,New YorkRepresentative1,Yes,yes,
Jackie Gordon,No,Yes,New York,6/23/2020,Representative,2,Female,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,,Won,yes,New YorkRepresentative2,No,yes,
Patricia Maher,No,Yes,New York,6/23/2020,Representative,2,Female,No,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,,Lost,,New YorkRepresentative2,No,yes,
Michael Weinstock,No,No,New York,6/23/2020,Representative,3,Male,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Lost,,New YorkRepresentative3,Yes,,
Melanie D'Arrigo,No,No,New York,6/23/2020,Representative,3,Female,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Lost,yes,New YorkRepresentative3,Yes,yes,
Tom Suozzi,Yes,No,New York,6/23/2020,Representative,3,Male,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Won,,New YorkRepresentative3,Yes,,
Kathleen Rice,Yes,No,New York,6/23/2020,Representative,4,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Won,,New YorkRepresentative4,No,yes,
Shaniyat Chowdhury,No,No,New York,6/23/2020,Representative,5,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Lost,,New YorkRepresentative5,No,,
Gregory Meeks,Yes,No,New York,6/23/2020,Representative,5,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Won,,New YorkRepresentative5,No,,
Sandra Choi,No,No,New York,6/23/2020,Representative,6,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Lost,,New YorkRepresentative6,Yes,yes,
Grace Meng,Yes,No,New York,6/23/2020,Representative,6,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Won,,New YorkRepresentative6,Yes,yes,
Melquiades Gagarin,No,No,New York,6/23/2020,Representative,6,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Lost,,New YorkRepresentative6,Yes,,
Nydia Velazquez,Yes,No,New York,6/23/2020,Representative,7,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Won,,New YorkRepresentative7,Yes,yes,
Paperboy Love Prince,No,No,New York,6/23/2020,Representative,7,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Lost,,New YorkRepresentative7,Yes,,
Hakeem Jeffries,Yes,No,New York,6/23/2020,Representative,8,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Won,,New YorkRepresentative8,No,,
Chaim Deutsch,No,No,New York,6/23/2020,Representative,9,Male,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Lost,,New YorkRepresentative9,Yes,,
Yvette Clarke,Yes,No,New York,6/23/2020,Representative,9,Female,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Won,,New YorkRepresentative9,Yes,yes,
Isiah James,No,No,New York,6/23/2020,Representative,9,Male,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Lost,,New YorkRepresentative9,Yes,,
Adem Bunkeddeko,No,No,New York,6/23/2020,Representative,9,Male,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Lost,yes,New YorkRepresentative9,Yes,,
Lutchi Gayot ,No,No,New York,6/23/2020,Representative,9,Male,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Lost,,New YorkRepresentative9,Yes,,
Jerry Nadler,Yes,No,New York,6/23/2020,Representative,10,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Won,,New YorkRepresentative10,Yes,,
Lindsey Boylan,No,No,New York,6/23/2020,Representative,10,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Lost,,New YorkRepresentative10,Yes,yes,
Jonathan Herzog,No,No,New York,6/23/2020,Representative,10,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Lost,,New YorkRepresentative10,Yes,,
Max Rose,Yes,No,New York,6/23/2020,Representative,11,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Won,,New YorkRepresentative11,No,,
Carolyn Maloney,Yes,No,New York,6/23/2020,Representative,12,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Won,,New YorkRepresentative12,Yes,yes,
Peter Harrison,No,No,New York,6/23/2020,Representative,12,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Lost,,New YorkRepresentative12,Yes,,
Lauren Ashcraft,No,No,New York,6/23/2020,Representative,12,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Lost,,New YorkRepresentative12,Yes,yes,
Suraj Patel,No,No,New York,6/23/2020,Representative,12,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Lost,,New YorkRepresentative12,Yes,,
Adriano Espaillat,Yes,No,New York,6/23/2020,Representative,13,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Won,,New YorkRepresentative13,No,,
James Felton Keith,No,No,New York,6/23/2020,Representative,13,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Lost,,New YorkRepresentative13,No,,
Ramon Rodriguez,No,No,New York,6/23/2020,Representative,13,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Lost,,New YorkRepresentative13,No,,
Michelle Caruso-Cabrera,No,No,New York,6/23/2020,Representative,14,Female,N/A,No,N/A,No,No,No,N/A,N/A,N/A,N/A,,Lost,,New YorkRepresentative14,Yes,yes,
Badrun Khan,No,No,New York,6/23/2020,Representative,14,Female,N/A,No,N/A,No,No,No,N/A,N/A,N/A,N/A,,Lost,,New YorkRepresentative14,Yes,yes,
Alexandria Ocasio-Cortez,Yes,No,New York,6/23/2020,Representative,14,Female,N/A,Yes,N/A,Yes,Yes,Yes,N/A,N/A,N/A,N/A,,Won,yes,New YorkRepresentative14,Yes,yes,
Sam Sloan,No,No,New York,6/23/2020,Representative,14,Male,N/A,No,N/A,No,No,No,N/A,N/A,N/A,N/A,,Lost,,New YorkRepresentative14,Yes,,
Ruben Diaz Sr.,No,Yes,New York,6/23/2020,Representative,15,Male,N/A,N/A,N/A,N/A,No,No,No,N/A,N/A,N/A,,Lost,,New YorkRepresentative15,Yes,,
Michael Blake,No,Yes,New York,6/23/2020,Representative,15,Male,N/A,N/A,N/A,N/A,No,No,No,N/A,N/A,N/A,,Lost,,New YorkRepresentative15,Yes,,
Frangell Basora,No,Yes,New York,6/23/2020,Representative,15,Male,N/A,N/A,N/A,N/A,No,No,No,N/A,N/A,N/A,,Lost,,New YorkRepresentative15,Yes,,
Melissa Mark-Viverito,No,Yes,New York,6/23/2020,Representative,15,Female,N/A,N/A,N/A,N/A,No,No,No,N/A,N/A,N/A,,Lost,,New YorkRepresentative15,Yes,yes,
Ritchie Torres,No,Yes,New York,6/23/2020,Representative,15,Male,N/A,N/A,N/A,N/A,No,No,No,N/A,N/A,N/A,,Won,,New YorkRepresentative15,Yes,,
Julio Pabón,No,Yes,New York,6/23/2020,Representative,15,Male,N/A,N/A,N/A,N/A,No,No,No,N/A,N/A,N/A,,Lost,,New YorkRepresentative15,Yes,,
Mark Escoffery-Bey,No,Yes,New York,6/23/2020,Representative,15,Male,N/A,N/A,N/A,N/A,No,No,No,N/A,N/A,N/A,,Lost,,New YorkRepresentative15,Yes,,
Marlene Tapper,No,Yes,New York,6/23/2020,Representative,15,Female,N/A,N/A,N/A,N/A,No,No,No,N/A,N/A,N/A,,Lost,,New YorkRepresentative15,Yes,yes,
Samelys López,No,Yes,New York,6/23/2020,Representative,15,Female,N/A,N/A,N/A,N/A,Yes,Yes,Yes,N/A,N/A,N/A,,Lost,yes,New YorkRepresentative15,Yes,yes,
Chivona Newsome,No,Yes,New York,6/23/2020,Representative,15,Female,N/A,N/A,N/A,N/A,No,No,No,N/A,N/A,N/A,,Lost,,New YorkRepresentative15,Yes,yes,
Ydanis Rodriguez,No,Yes,New York,6/23/2020,Representative,15,Male,N/A,N/A,N/A,N/A,No,No,No,N/A,N/A,N/A,,Lost,,New YorkRepresentative15,Yes,,
Tomas Ramos,No,Yes,New York,6/23/2020,Representative,15,Male,N/A,N/A,N/A,N/A,No,No,No,N/A,N/A,N/A,,Lost,,New YorkRepresentative15,Yes,,
Eliot Engel,Yes,No,New York,6/23/2020,Representative,16,Male,N/A,No,N/A,No,No,No,No,N/A,N/A,N/A,,Lost,,New YorkRepresentative16,No,,
Sammy Ravelo,No,No,New York,6/23/2020,Representative,16,Male,N/A,No,N/A,No,No,No,No,N/A,N/A,N/A,,Lost,,New YorkRepresentative16,No,,
Chris Fink,No,No,New York,6/23/2020,Representative,16,Male,N/A,No,N/A,No,No,No,No,N/A,N/A,N/A,,Lost,,New YorkRepresentative16,No,,
Andom Ghebreghiorgis,No,No,New York,6/23/2020,Representative,16,Male,N/A,No,N/A,No,No,No,No,N/A,N/A,N/A,,Lost,,New YorkRepresentative16,No,,
Jamaal Bowman,No,No,New York,6/23/2020,Representative,16,Male,N/A,Yes,N/A,Yes,Yes,Yes,Yes,N/A,N/A,N/A,,Won,yes,New YorkRepresentative16,No,,
Catherine Parker,No,Yes,New York,6/23/2020,Representative,17,Female,No,N/A,N/A,No,No,No,No,N/A,N/A,N/A,,Lost,,New YorkRepresentative17,Yes,yes,
Mondaire Jones,No,Yes,New York,6/23/2020,Representative,17,Male,No,N/A,N/A,Yes,Yes,Yes,Yes,N/A,N/A,N/A,,Won,yes,New YorkRepresentative17,Yes,,
Adam Schleifer,No,Yes,New York,6/23/2020,Representative,17,Male,No,N/A,N/A,No,No,No,No,N/A,N/A,N/A,,Lost,,New YorkRepresentative17,Yes,,
Allison Fine,No,Yes,New York,6/23/2020,Representative,17,Female,No,N/A,N/A,No,No,No,No,N/A,N/A,N/A,,Lost,,New YorkRepresentative17,Yes,yes,
Asha Castleberry-Hernandez,No,Yes,New York,6/23/2020,Representative,17,Female,No,N/A,N/A,No,No,No,No,N/A,N/A,N/A,,Lost,,New YorkRepresentative17,Yes,yes,
David Buchwald,No,Yes,New York,6/23/2020,Representative,17,Male,No,N/A,N/A,No,No,No,No,N/A,N/A,N/A,,Lost,,New YorkRepresentative17,Yes,,
Evelyn Farkas,No,Yes,New York,6/23/2020,Representative,17,Female,Yes,N/A,N/A,No,No,No,No,N/A,N/A,N/A,,Lost,,New YorkRepresentative17,Yes,yes,
David Carlucci,No,Yes,New York,6/23/2020,Representative,17,Male,No,N/A,N/A,No,No,No,No,N/A,N/A,N/A,,Lost,,New YorkRepresentative17,Yes,,
Sean Maloney,Yes,No,New York,6/23/2020,Representative,18,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Won,,New YorkRepresentative18,No,,
Antonio Delgado,Yes,No,New York,6/23/2020,Representative,19,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Won,,New YorkRepresentative19,No,,
Paul Tonko,Yes,No,New York,6/23/2020,Representative,20,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Won,,New YorkRepresentative20,No,,
Tedra Cobb,No,Yes,New York,6/23/2020,Representative,21,Female,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Won,,New YorkRepresentative21,No,yes,
