Personal Data,,,,,,,,Endorsement Data,,,,,,,,,,Electoral Data,,,,Factchecking Columns,,
Candidate,Incumbent,Open Primary,State,Primary Date,Office,District,Gender,EMILY's List,Justice Dems,Indivisible,PCCC,Our Revolution,Sanders,AOC,Party Committee,Biden,Obama,Primary %,Primary Outcome,"Checked? (not H, I, T)",,Man vs. Woman?,"Checked? inc. H, I, T, W",Notes
Adam Bolaños Scow,No,No,California,3/3/2020,Representative,20,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,Lost,,CaliforniaRepresentative20,No,,
TJ Cox,Yes,No,California,3/3/2020,Representative,21,Male,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81,Advanced,yes,CaliforniaRepresentative21,No,,
Ricardo De La Fuente,No,No,California,3/3/2020,Representative,21,Male,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19,Lost,,CaliforniaRepresentative21,No,,
Phil Arballo,No,Yes,California,3/3/2020,Representative,22,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61,Advanced,,CaliforniaRepresentative22,No,,
Bobby Bliatout,No,Yes,California,3/3/2020,Representative,22,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32,Lost,,CaliforniaRepresentative22,No,,
Dary Rezvani,No,Yes,California,3/3/2020,Representative,22,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,Lost,,CaliforniaRepresentative22,No,,
Kim Mangone,No,Yes,California,3/3/2020,Representative,23,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Advanced,,CaliforniaRepresentative23,No,yes,
Salud Carbajal,Yes,No,California,3/3/2020,Representative,24,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Advanced,,CaliforniaRepresentative24,No,,
Robert Cooper III,No,Yes,California,3/3/2020,Representative,25,Male,No,N/A,No,N/A,N/A,N/A,N/A,No,N/A,N/A,6,Lost,,CaliforniaRepresentative25,Yes,,
Getro Elize,No,Yes,California,3/3/2020,Representative,25,Male,No,N/A,No,N/A,N/A,N/A,N/A,No,N/A,N/A,8,Lost,,CaliforniaRepresentative25,Yes,,
Christopher Smith,No,Yes,California,3/3/2020,Representative,25,Male,No,N/A,No,N/A,N/A,N/A,N/A,No,N/A,N/A,3,Lost,,CaliforniaRepresentative25,Yes,,
Cenk Uygur,No,Yes,California,3/3/2020,Representative,25,Male,No,N/A,No,N/A,N/A,N/A,N/A,No,N/A,N/A,12,Lost,,CaliforniaRepresentative25,Yes,,
Aníbal Valdéz-Ortega,No,Yes,California,3/3/2020,Representative,25,Male,No,N/A,No,N/A,N/A,N/A,N/A,No,N/A,N/A,6,Lost,,CaliforniaRepresentative25,Yes,,
Christy Smith,No,Yes,California,3/3/2020,Representative,25,Female,Yes,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,65,Advanced,yes,CaliforniaRepresentative25,Yes,yes,
Enrique Petris,No,No,California,3/3/2020,Representative,26,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,Lost,,CaliforniaRepresentative26,Yes,,
Julia Brownley,Yes,No,California,3/3/2020,Representative,26,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87,Advanced,,CaliforniaRepresentative26,Yes,yes,
Robert Salas,No,No,California,3/3/2020,Representative,26,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,Lost,,CaliforniaRepresentative26,Yes,,
Judy Chu,Yes,No,California,3/3/2020,Representative,27,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Advanced,,CaliforniaRepresentative27,No,yes,
Chad Anderson,No,No,California,3/3/2020,Representative,28,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,Lost,,CaliforniaRepresentative28,Yes,,
Sal Genovese,No,No,California,3/3/2020,Representative,28,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,Lost,,CaliforniaRepresentative28,Yes,,
Ara Manoogian,No,No,California,3/3/2020,Representative,28,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,Lost,,CaliforniaRepresentative28,Yes,,
"G. ""Maebe A. Girl"" Pudlo",No,No,California,3/3/2020,Representative,28,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,Lost,,CaliforniaRepresentative28,Yes,yes,
Adam Schiff,Yes,No,California,3/3/2020,Representative,28,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76,Advanced,,CaliforniaRepresentative28,Yes,,
Tony Cardenas,Yes,No,California,3/3/2020,Representative,29,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69,Advanced,,CaliforniaRepresentative29,Yes,,
Angélica Dueñas,No,No,California,3/3/2020,Representative,29,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27,Advanced,,CaliforniaRepresentative29,Yes,yes,
Michael R. Guzik,No,No,California,3/3/2020,Representative,29,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,Lost,,CaliforniaRepresentative29,Yes,,
Raji Rab,No,No,California,3/3/2020,Representative,30,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,Lost,,CaliforniaRepresentative30,No,,
CJ Berina,No,No,California,3/3/2020,Representative,30,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,Lost,,CaliforniaRepresentative30,No,,
Brian T. Carroll,No,No,California,3/3/2020,Representative,30,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,Lost,,CaliforniaRepresentative30,No,,
Brad Sherman,Yes,No,California,3/3/2020,Representative,30,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75,Advanced,,CaliforniaRepresentative30,No,,
Pete Aguilar,Yes,No,California,3/3/2020,Representative,31,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Advanced,,CaliforniaRepresentative31,No,,
Grace Napolitano,Yes,No,California,3/3/2020,Representative,32,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72,Advanced,,CaliforniaRepresentative32,Yes,yes,
"Meshal ""Kash"" Kashifalghita",No,No,California,3/3/2020,Representative,32,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,Lost,,CaliforniaRepresentative32,Yes,,
Emanuel Gonzales,No,No,California,3/3/2020,Representative,32,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,Lost,,CaliforniaRepresentative32,Yes,,
Ted Lieu,Yes,No,California,3/3/2020,Representative,33,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84,Advanced,,CaliforniaRepresentative33,Yes,,
Liz Barris,No,No,California,3/3/2020,Representative,33,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,Lost,,CaliforniaRepresentative33,Yes,yes,
Albert Maxwell Goldberg,No,No,California,3/3/2020,Representative,33,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,Lost,,CaliforniaRepresentative33,Yes,,
Jimmy Gomez,Yes,No,California,3/3/2020,Representative,34,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,56,Advanced,,CaliforniaRepresentative34,Yes,,
David Kim,No,No,California,3/3/2020,Representative,34,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23,Advanced,,CaliforniaRepresentative34,Yes,,
Frances Yasmeen Motiwalla,No,No,California,3/3/2020,Representative,34,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,Lost,,CaliforniaRepresentative34,Yes,yes,
Keanakay Scott,No,No,California,3/3/2020,Representative,34,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,Lost,,CaliforniaRepresentative34,Yes,yes,
Norma Torres,Yes,No,California,3/3/2020,Representative,35,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Advanced,,CaliforniaRepresentative35,No,yes,
Raul Ruiz,Yes,No,California,3/3/2020,Representative,36,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Advanced,,CaliforniaRepresentative36,No,,
Karen Bass,Yes,No,California,3/3/2020,Representative,37,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Advanced,,CaliforniaRepresentative37,No,yes,
Linda Sánchez,Yes,No,California,3/3/2020,Representative,38,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78,Advanced,,CaliforniaRepresentative38,Yes,yes,
Michael Tolar,No,No,California,3/3/2020,Representative,38,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,Advanced,,CaliforniaRepresentative38,Yes,,
Gil Cisneros,Yes,No,California,3/3/2020,Representative,39,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Advanced,,CaliforniaRepresentative39,No,,
Anthony Felix Jr.,No,No,California,3/3/2020,Representative,40,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,Lost,,CaliforniaRepresentative40,Yes,,
David Sanchez,No,No,California,3/3/2020,Representative,40,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18,Lost,,CaliforniaRepresentative40,Yes,,
Lucille Roybal-Allard,Yes,No,California,3/3/2020,Representative,40,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,66,Advanced,,CaliforniaRepresentative40,Yes,yes,
Mark Takano,Yes,No,California,3/3/2020,Representative,41,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76,Advanced,,CaliforniaRepresentative41,Yes,,
Grace Williams,No,No,California,3/3/2020,Representative,41,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24,Lost,,CaliforniaRepresentative41,Yes,yes,
Regina Marston,No,Yes,California,3/3/2020,Representative,42,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45,Lost,,CaliforniaRepresentative42,Yes,yes,
Liam O'Mara,No,Yes,California,3/3/2020,Representative,42,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55,Advanced,,CaliforniaRepresentative42,Yes,,
Maxine Waters,Yes,No,California,3/3/2020,Representative,43,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Advanced,,CaliforniaRepresentative43,No,yes,
Morris Griffin,No,No,California,3/3/2020,Representative,44,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,Lost,,CaliforniaRepresentative44,Yes,,
Nanette Diaz Barragan,Yes,No,California,3/3/2020,Representative,44,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73,Advanced,,CaliforniaRepresentative44,Yes,yes,
Analilia Joya,No,No,California,3/3/2020,Representative,44,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,Advanced,,CaliforniaRepresentative44,Yes,yes,
Katie Porter,Yes,No,California,3/3/2020,Representative,45,Female,Yes,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,100,Advanced,yes,CaliforniaRepresentative45,No,yes,
Lou Correa,Yes,No,California,3/3/2020,Representative,46,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87,Advanced,,CaliforniaRepresentative46,No,,
Pablo Mendiolea,No,No,California,3/3/2020,Representative,46,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,Lost,,CaliforniaRepresentative46,No,,
Peter Mathews,No,No,California,3/3/2020,Representative,47,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,Lost,,CaliforniaRepresentative47,No,,
Alan Lowenthal,Yes,No,California,3/3/2020,Representative,47,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70,Advanced,,CaliforniaRepresentative47,No,,
Jalen McLeod,No,No,California,3/3/2020,Representative,47,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,Lost,,CaliforniaRepresentative47,No,,
Harley Rouda,Yes,No,California,3/3/2020,Representative,48,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Advanced,,CaliforniaRepresentative48,No,,
Mike Levin,Yes,No,California,3/3/2020,Representative,49,Male,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,100,Advanced,yes,CaliforniaRepresentative49,No,,
Marisa Calderon,No,Yes,California,3/3/2020,Representative,50,Female,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,Lost,,CaliforniaRepresentative50,Yes,yes,
Ammar Campa-Najjar,No,Yes,California,3/3/2020,Representative,50,Male,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87,Advanced,yes,CaliforniaRepresentative50,Yes,,
Juan Vargas,Yes,No,California,3/3/2020,Representative,51,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Advanced,,CaliforniaRepresentative51,No,,
Scott Peters,Yes,No,California,3/3/2020,Representative,52,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75,Advanced,,CaliforniaRepresentative52,Yes,,
Nancy Casady,No,No,California,3/3/2020,Representative,52,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,Lost,,CaliforniaRepresentative52,Yes,yes,
John Brooks,No,Yes,California,3/3/2020,Representative,53,Male,N/A,No,N/A,No,No,No,No,N/A,N/A,N/A,2,Lost,,CaliforniaRepresentative53,Yes,,
Jose Caballero,No,Yes,California,3/3/2020,Representative,53,Male,N/A,No,N/A,No,No,No,No,N/A,N/A,N/A,2,Lost,,CaliforniaRepresentative53,Yes,,
Joseph R. Fountain,No,Yes,California,3/3/2020,Representative,53,Male,N/A,No,N/A,No,No,No,No,N/A,N/A,N/A,3,Lost,,CaliforniaRepresentative53,Yes,,
Janessa Goldbeck,No,Yes,California,3/3/2020,Representative,53,Female,N/A,No,N/A,No,No,No,No,N/A,N/A,N/A,12,Lost,,CaliforniaRepresentative53,Yes,yes,
Georgette Gómez,No,Yes,California,3/3/2020,Representative,53,Female,N/A,Yes,N/A,Yes,Yes,Yes,Yes,N/A,N/A,N/A,28,Advanced,yes,CaliforniaRepresentative53,Yes,yes,
Sara Jacobs,No,Yes,California,3/3/2020,Representative,53,Female,N/A,No,N/A,No,No,No,No,N/A,N/A,N/A,41,Advanced,,CaliforniaRepresentative53,Yes,yes,
Eric Kutner,No,Yes,California,3/3/2020,Representative,53,Male,N/A,No,N/A,No,No,No,No,N/A,N/A,N/A,1,Lost,,CaliforniaRepresentative53,Yes,,
Annette Meza,No,Yes,California,3/3/2020,Representative,53,Female,N/A,No,N/A,No,No,No,No,N/A,N/A,N/A,3,Lost,,CaliforniaRepresentative53,Yes,yes,
Suzette Santori,No,Yes,California,3/3/2020,Representative,53,Female,N/A,No,N/A,No,No,No,No,N/A,N/A,N/A,1,Lost,,CaliforniaRepresentative53,Yes,yes,
Joaquín Vazquez,No,Yes,California,3/3/2020,Representative,53,Male,N/A,No,N/A,No,No,No,No,N/A,N/A,N/A,2,Lost,,CaliforniaRepresentative53,Yes,,
Tom Wong,No,Yes,California,3/3/2020,Representative,53,Male,N/A,No,N/A,No,No,No,No,N/A,N/A,N/A,5,Lost,,CaliforniaRepresentative53,Yes,,
Cal Cunningham,No,Yes,North Carolina,3/3/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,57,Won,yes,North CarolinaSenatorN/A,Yes,,
Erica Smith,No,Yes,North Carolina,3/3/2020,Senator,N/A,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,35,Lost,,North CarolinaSenatorN/A,Yes,yes,
Trevor Fuller,No,Yes,North Carolina,3/3/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,4,Lost,,North CarolinaSenatorN/A,Yes,,
Steve Swenson,No,Yes,North Carolina,3/3/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,3,Lost,,North CarolinaSenatorN/A,Yes,,
Atul Goel,No,Yes,North Carolina,3/3/2020,Senator,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,2,Lost,,North CarolinaSenatorN/A,Yes,,
G. K. Butterfield,Yes,No,North Carolina,3/3/2020,Representative,1,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,North CarolinaRepresentative1,No,,
Deborah Ross,No,Yes,North Carolina,3/3/2020,Representative,2,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70,Won,,North CarolinaRepresentative2,Yes,yes,
Monika Johnson-Hostler,No,Yes,North Carolina,3/3/2020,Representative,2,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23,Lost,,North CarolinaRepresentative2,Yes,yes,
Andy Terrell,No,Yes,North Carolina,3/3/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,Lost,,North CarolinaRepresentative2,Yes,,
Ollie Nelson,No,Yes,North Carolina,3/3/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,Lost,,North CarolinaRepresentative2,Yes,,
Daryl Farrow,No,Yes,North Carolina,3/3/2020,Representative,3,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,North CarolinaRepresentative3,No,,
David Price,Yes,No,North Carolina,3/3/2020,Representative,4,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87,Won,,North CarolinaRepresentative4,No,,
Daniel Ulysses Lockwood,No,No,North Carolina,3/3/2020,Representative,4,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,Lost,,North CarolinaRepresentative4,No,,
David Wilson Brown,No,Yes,North Carolina,3/3/2020,Representative,5,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68,Won,,North CarolinaRepresentative5,No,,
Eric Nathan Hughes,No,Yes,North Carolina,3/3/2020,Representative,5,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32,Lost,,North CarolinaRepresentative5,No,,
Kathy Manning,No,Yes,North Carolina,3/3/2020,Representative,6,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,48,Won,,North CarolinaRepresentative6,Yes,yes,
Rhonda Foxx,No,Yes,North Carolina,3/3/2020,Representative,6,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,Lost,,North CarolinaRepresentative6,Yes,yes,
Bruce Davis,No,Yes,North Carolina,3/3/2020,Representative,6,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,Lost,,North CarolinaRepresentative6,Yes,,
Derwin Montgomery,No,Yes,North Carolina,3/3/2020,Representative,6,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,Lost,,North CarolinaRepresentative6,Yes,,
Edward Hanes Jr.,No,Yes,North Carolina,3/3/2020,Representative,6,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,Lost,,North CarolinaRepresentative6,Yes,,
Chris Ward,No,Yes,North Carolina,3/3/2020,Representative,7,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46,Won,,North CarolinaRepresentative7,No,,
Mark Judson,No,Yes,North Carolina,3/3/2020,Representative,7,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36,Lost,,North CarolinaRepresentative7,No,,
Robert Colon,No,Yes,North Carolina,3/3/2020,Representative,7,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,Lost,,North CarolinaRepresentative7,No,,
Pat Timmons-Goodson,No,Yes,North Carolina,3/3/2020,Representative,8,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,North CarolinaRepresentative8,No,yes,
Cynthia Wallace,No,Yes,North Carolina,3/3/2020,Representative,9,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,56,Won,,North CarolinaRepresentative9,Yes,yes,
Harry Southerland,No,Yes,North Carolina,3/3/2020,Representative,9,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,Lost,,North CarolinaRepresentative9,Yes,,
Clayton Brooks,No,Yes,North Carolina,3/3/2020,Representative,9,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,Lost,,North CarolinaRepresentative9,Yes,,
Marcus W. Williams,No,Yes,North Carolina,3/3/2020,Representative,9,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,Lost,,North CarolinaRepresentative9,Yes,,
David Parker,No,Yes,North Carolina,3/3/2020,Representative,10,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,North CarolinaRepresentative10,No,,
Moe Davis,No,Yes,North Carolina,3/3/2020,Representative,11,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47,Won,,North CarolinaRepresentative11,Yes,,
Gina Collias,No,Yes,North Carolina,3/3/2020,Representative,11,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23,Lost,,North CarolinaRepresentative11,Yes,yes,
Phillip Price,No,Yes,North Carolina,3/3/2020,Representative,11,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,Lost,,North CarolinaRepresentative11,Yes,,
Michael O'Shea,No,Yes,North Carolina,3/3/2020,Representative,11,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,Lost,,North CarolinaRepresentative11,Yes,,
Steve Woodsmall,No,Yes,North Carolina,3/3/2020,Representative,11,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,Lost,,North CarolinaRepresentative11,Yes,,
Alma Adams,Yes,No,North Carolina,3/3/2020,Representative,12,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,88,Won,,North CarolinaRepresentative12,Yes,yes,
Keith Cradle,No,No,North Carolina,3/3/2020,Representative,12,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,Lost,,North CarolinaRepresentative12,Yes,,
Scott Huffman,No,Yes,North Carolina,3/3/2020,Representative,13,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,North CarolinaRepresentative13,No,,
Roy Cooper,Yes,No,North Carolina,3/3/2020,Governor,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87,Won,,North CarolinaGovernorN/A,No,,
Ernest T. Reeves,No,No,North Carolina,3/3/2020,Governor,N/A,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,Lost,,North CarolinaGovernorN/A,No,,
Chris Bell,No,Yes,Texas,3/3/2020,Senator,N/A,Male,No,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,9,Lost,,TexasSenatorN/A,Yes,,
Michael Cooper,No,Yes,Texas,3/3/2020,Senator,N/A,Male,No,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,5,Lost,,TexasSenatorN/A,Yes,,
Amanda K. Edwards,No,Yes,Texas,3/3/2020,Senator,N/A,Female,No,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,10,Lost,,TexasSenatorN/A,Yes,yes,
Jack Daniel Foster Jr.,No,Yes,Texas,3/3/2020,Senator,N/A,Male,No,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,2,Lost,,TexasSenatorN/A,Yes,,
"Annie ""Mamá"" Garcia",No,Yes,Texas,3/3/2020,Senator,N/A,Female,No,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,10,Lost,,TexasSenatorN/A,Yes,yes,
Victor Harris,No,Yes,Texas,3/3/2020,Senator,N/A,Male,No,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,3,Lost,,TexasSenatorN/A,Yes,,
MJ Hegar,No,Yes,Texas,3/3/2020,Senator,N/A,Female,Yes,N/A,N/A,N/A,N/A,N/A,No,Yes,N/A,N/A,22,Won,yes,TexasSenatorN/A,Yes,yes,
Sema Hernandez,No,Yes,Texas,3/3/2020,Senator,N/A,Female,No,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,7,Lost,,TexasSenatorN/A,Yes,yes,
D.R. Hunter,No,Yes,Texas,3/3/2020,Senator,N/A,Male,No,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,1,Lost,,TexasSenatorN/A,Yes,,
Adrian Ocegueda,No,Yes,Texas,3/3/2020,Senator,N/A,Male,No,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,2,Lost,,TexasSenatorN/A,Yes,,
Cristina Tzintzún Ramirez,No,Yes,Texas,3/3/2020,Senator,N/A,Female,No,N/A,N/A,N/A,N/A,N/A,Yes,No,N/A,N/A,13,Lost,yes,TexasSenatorN/A,Yes,yes,
Royce West,No,Yes,Texas,3/3/2020,Senator,N/A,Male,No,N/A,N/A,N/A,N/A,N/A,No,No,N/A,N/A,15,Lost,,TexasSenatorN/A,Yes,,
Hank Gilbert,No,Yes,Texas,3/3/2020,Representative,1,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,Won,,TexasRepresentative1,No,,
Sima Ladjevardian,No,Yes,Texas,3/3/2020,Representative,2,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69,Won,,TexasRepresentative2,Yes,yes,
Travis Olsen,No,Yes,Texas,3/3/2020,Representative,2,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31,Lost,,TexasRepresentative2,Yes,,
Tanner Do,No,Yes,Texas,3/3/2020,Representative,3,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,Lost,,TexasRepresentative3,Yes,,
Sean McCaffity,No,Yes,Texas,3/3/2020,Representative,3,Male,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44,Lost,,TexasRepresentative3,Yes,,
Lulu Seikaly,No,Yes,Texas,3/3/2020,Representative,3,Female,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45,Won,,TexasRepresentative3,Yes,yes,
