level,cycle,chamber,hz,D,label,est,lo,hi,p_dem,actual,dem_won,scored
race,2016,House,1,155,IL-11,25.91,13.47,38.34,0.9997,20.9,1,1
race,2016,House,1,155,IL-12,-4.07,-14.8,6.67,0.2665,-15.54,0,1
race,2016,House,1,155,IL-13,-4.92,-17.7,7.87,0.2636,-19.33,0,1
race,2016,House,1,155,IL-14,-14.67,-27.59,-1.74,0.031,-18.61,0,1
race,2016,House,1,155,IL-17,25.68,13.27,38.09,0.9997,20.62,1,1
race,2016,House,1,155,IL-18,-22.37,-34.97,-9.77,0.0017,-44.27,0,1
race,2016,House,1,155,IL-2,64.9,52.6,77.19,0.9999,59.62,1,1
race,2016,House,1,155,IL-5,42.99,30.55,55.43,0.9999,42.34,1,1
race,2016,House,1,155,IL-6,-16.55,-29.33,-3.77,0.0166,-18.45,0,1
race,2016,House,1,155,IL-7,76.98,65.51,88.45,0.9999,68.48,1,1
race,2016,House,1,155,IL-8,21.3,9.03,33.57,0.9978,16.63,1,1
race,2016,House,1,155,IL-9,40.79,28.45,53.13,0.9999,32.97,1,1
race,2016,House,1,155,IN-2,-16.09,-28.83,-3.35,0.0189,-23.22,0,1
race,2016,House,1,155,IN-3,-24.88,-37.53,-12.22,6e-4,-50.62,0,1
race,2016,House,1,155,IN-4,-26.17,-38.93,-13.41,4e-4,-35.89,0,1
race,2016,House,1,155,IN-5,-21.7,-34.27,-9.12,0.0023,-28.37,0,1
race,2016,House,1,155,IN-6,-25.29,-38.04,-12.55,5e-4,-44.28,0,1
race,2016,House,1,155,IN-7,35.09,21.84,48.34,0.9999,25.39,1,1
race,2016,House,1,155,IN-8,-19.54,-32.2,-6.88,0.0056,-33.57,0,1
race,2016,House,1,155,IN-9,-11.34,-22.07,-0.61,0.041,-14.46,0,1
race,2016,House,1,155,KS-2,-15.51,-28.45,-2.58,0.0243,-30.35,0,1
race,2016,House,1,155,KS-3,-14.45,-26.96,-1.95,0.0286,-11.65,0,1
race,2016,House,1,155,KS-4,-26.23,-38.79,-13.67,3e-4,-34.41,0,1
race,2016,House,1,155,KY-1,-28.62,-41.9,-15.34,2e-4,-44.39,0,1
race,2016,House,1,155,KY-1,-29.6,-42.07,-17.13,1e-4,-45.28,0,1
race,2016,House,1,155,KY-3,26.09,13.08,39.11,0.9995,27,1,1
race,2016,House,1,155,KY-4,-27.85,-40.9,-14.81,2e-4,-42.64,0,1
race,2016,House,1,155,KY-6,-15.79,-29.12,-2.45,0.0257,-22.18,0,1
race,2016,House,1,155,MA-3,28.4,15.42,41.38,0.9998,37.53,1,1
race,2016,House,1,155,MA-4,27.12,14.45,39.78,0.9998,40.32,1,1
race,2016,House,1,155,MA-8,30.26,17.52,43,0.9999,45.02,1,1
race,2016,House,1,155,MA-9,25.27,12.73,37.81,0.9995,24.73,1,1
race,2016,House,1,155,MD-1,-24.63,-37.1,-12.16,6e-4,-40.14,0,1
race,2016,House,1,155,MD-2,37.31,24.62,50,0.9999,30.4,1,1
race,2016,House,1,155,MD-3,35.12,22.62,47.62,0.9999,30.21,1,1
race,2016,House,1,155,MD-4,58.47,46.14,70.79,0.9999,55.14,1,1
race,2016,House,1,155,MD-5,43.55,30.96,56.14,0.9999,39.28,1,1
race,2016,House,1,155,MD-6,19.25,9.38,29.12,0.9993,16.52,1,1
race,2016,House,1,155,MD-7,58.42,46.02,70.81,0.9999,54.89,1,1
race,2016,House,1,155,MD-8,32.65,20.05,45.26,0.9999,27.8,1,1
race,2016,House,1,155,ME-1,32.45,19.84,45.05,0.9999,16.06,1,1
race,2016,House,1,155,ME-2,7.86,-5.04,20.75,0.842,-9.6,0,1
race,2016,House,1,155,MI-1,-3.08,-16.07,9.91,0.3482,-15.62,0,1
race,2016,House,1,155,MI-10,-10.77,-23.53,1.99,0.0826,-32.29,0,1
race,2016,House,1,155,MI-11,-7.89,-20.65,4.87,0.1545,-13.7,0,1
race,2016,House,1,155,MI-12,41.54,29,54.08,0.9999,37.49,1,1
race,2016,House,1,155,MI-13,72.35,60.37,84.32,0.9999,66.12,1,1
race,2016,House,1,155,MI-14,64.87,52.65,77.08,0.9999,61.55,1,1
race,2016,House,1,155,MI-2,-19.77,-32.22,-7.32,0.0045,-31.63,0,1
race,2016,House,1,155,MI-3,-13.74,-26.18,-1.3,0.0346,-22.64,0,1
race,2016,House,1,155,MI-4,-12.3,-25.28,0.69,0.0596,-31.53,0,1
race,2016,House,1,155,MI-5,34.5,21.27,47.73,0.9999,27.06,1,1
race,2016,House,1,155,MI-6,-10.96,-23.82,1.9,0.0805,-23.39,0,1
race,2016,House,1,155,MI-7,-1.87,-14.9,11.15,0.4065,-15.8,0,1
race,2016,House,1,155,MI-8,-6.11,-19,6.78,0.2179,-17.7,0,1
race,2016,House,1,155,MI-9,28.55,15.87,41.23,0.9999,21.52,1,1
race,2016,House,1,155,MN-1,16.88,4.07,29.69,0.9849,0.76,1,1
race,2016,House,1,155,MN-2,3.53,-8.86,15.93,0.6804,-1.95,0,1
race,2016,House,1,155,MN-3,-2.97,-15.69,9.74,0.3502,-13.72,0,1
race,2016,House,1,155,MN-4,37.17,24.42,49.92,0.9999,25.36,1,1
race,2016,House,1,155,MN-5,54.57,42.62,66.53,0.9999,51.21,1,1
race,2016,House,1,155,MN-6,-16.09,-28.38,-3.81,0.0156,-31.36,0,1
race,2016,House,1,155,MN-7,11.92,-1.07,24.92,0.9343,5.03,1,1
race,2016,House,1,155,MN-8,12.03,1.23,22.82,0.9666,0.56,1,1
race,2016,House,1,155,MO-1,63.88,51.6,76.16,0.9999,58.15,1,1
race,2016,House,1,155,MO-2,-19.02,-31.39,-6.65,0.0057,-21.69,0,1
race,2016,House,1,155,MO-3,-27.04,-39.84,-14.24,3e-4,-41.66,0,1
race,2016,House,1,155,MO-4,-25.01,-37.62,-12.4,6e-4,-41.79,0,1
race,2016,House,1,155,MO-5,28.31,15.67,40.94,0.9999,21.3,1,1
race,2016,House,1,155,MO-6,-25.91,-38.37,-13.46,3e-4,-41.02,0,1
race,2016,House,1,155,MO-7,-34.58,-47.24,-21.91,1e-4,-42.29,0,1
race,2016,House,1,155,MO-8,-32.54,-45.44,-19.65,1e-4,-53.3,0,1
race,2016,House,1,155,MS-1,-26.67,-39.2,-14.15,2e-4,-42.19,0,1
race,2016,House,1,155,MS-2,39.97,26.71,53.23,0.9999,39.44,1,1
race,2016,House,1,155,MS-3,-22.16,-34.85,-9.46,0.002,-37.1,0,1
race,2016,House,1,155,MS-4,-32.77,-45.38,-20.16,1e-4,-40.11,0,1
race,2016,House,1,155,MT-1,-10.25,-23.18,2.67,0.096,-16.17,0,1
race,2016,House,1,155,NC-1,45.09,32.92,57.25,0.9999,40.64,1,1
race,2016,House,1,155,NC-10,-20.04,-32.6,-7.49,0.0043,-26.28,0,1
race,2016,House,1,155,NC-11,-19.65,-32.49,-6.82,0.0059,-28.18,0,1
race,2016,House,1,155,NC-12,42.4,29.44,55.36,0.9999,34.05,1,1
race,2016,House,1,155,NC-13,-7.28,-20.29,5.74,0.1788,-12.21,0,1
race,2016,House,1,155,NC-2,-16.13,-28.74,-3.51,0.0177,-13.42,0,1
race,2016,House,1,155,NC-3,-21.43,-33.93,-8.92,0.0024,-34.4,0,1
race,2016,House,1,155,NC-4,39.91,27.81,52.01,0.9999,36.44,1,1
race,2016,House,1,155,NC-5,-15.93,-28.48,-3.38,0.0184,-16.8,0,1
race,2016,House,1,155,NC-6,-14.12,-26.6,-1.65,0.0313,-18.46,0,1
race,2016,House,1,155,NC-7,-14.98,-27.47,-2.48,0.0243,-21.83,0,1
race,2016,House,1,155,NC-8,-13.77,-27.09,-0.44,0.0446,-17.55,0,1
race,2016,House,1,155,NC-9,-15.12,-27.56,-2.67,0.0228,-16.36,0,1
race,2016,House,1,155,ND-1,-20.42,-33.01,-7.83,0.0038,-48.86,0,1
race,2016,House,1,155,NE-1,-21.78,-34.36,-9.2,0.0022,-38.91,0,1
race,2016,House,1,155,NE-2,2.26,-8.18,12.7,0.6391,-1.24,0,1
race,2016,House,1,155,NH-1,5.47,-7.64,18.58,0.7537,1.54,1,1
race,2016,House,1,155,NH-2,19.41,6.61,32.21,0.9937,4.67,1,1
race,2016,House,1,155,NJ-1,36.96,24.68,49.24,0.9999,23.96,1,1
race,2016,House,1,155,NJ-10,77.67,66.24,89.11,0.9999,75.66,1,1
race,2016,House,1,155,NJ-11,-14.09,-26.49,-1.69,0.0308,-19.77,0,1
race,2016,House,1,155,NJ-12,39.44,26.98,51.9,0.9999,32.51,1,1
race,2016,House,1,155,NJ-2,-7.55,-20.1,5.01,0.1613,-22.81,0,1
race,2016,House,1,155,NJ-3,-2.45,-15.02,10.12,0.3743,-20.82,0,1
race,2016,House,1,155,NJ-4,-19.48,-32.08,-6.88,0.0055,-31.05,0,1
race,2016,House,1,155,NJ-5,-5.12,-17.85,7.62,0.2543,4.51,1,1
race,2016,House,1,155,NJ-6,34.8,22.41,47.19,0.9999,29.25,1,1
race,2016,House,1,155,NJ-7,-12.73,-25.59,0.14,0.0519,-11.27,0,1
race,2016,House,1,155,NJ-8,61.73,50.22,73.24,0.9999,61.29,1,1
race,2016,House,1,155,NJ-9,46.35,34.15,58.54,0.9999,42.66,1,1
race,2016,House,1,155,NM-1,26.83,14.08,39.58,0.9997,30.29,1,1
race,2016,House,1,155,NM-2,-13.9,-27.14,-0.66,0.042,-25.48,0,1
race,2016,House,1,155,NM-3,30.62,18.05,43.2,0.9999,24.83,1,1
race,2016,House,1,155,NV-1,40.32,27.4,53.24,0.9999,36.53,1,1
race,2016,House,1,155,NV-2,-14.87,-25.31,-4.43,0.0095,-22.44,0,1
race,2016,House,1,155,NV-3,3.81,-8.68,16.3,0.6921,1.36,1,1
race,2016,House,1,155,NV-4,10.52,-2.13,23.17,0.9144,4.31,1,1
race,2016,House,1,155,NY-1,0.83,-11.82,13.48,0.543,-16.44,0,1
race,2016,House,1,155,NY-10,54.79,42.07,67.51,0.9999,56.25,1,1
race,2016,House,1,155,NY-11,-3.44,-16.92,10.04,0.3373,-25.28,0,1
race,2016,House,1,155,NY-12,60.53,48.51,72.55,0.9999,66.37,1,1
race,2016,House,1,155,NY-13,89.09,79.62,98.56,0.9999,85.59,1,1
race,2016,House,1,155,NY-14,65.94,54.63,77.24,0.9999,65.71,1,1
race,2016,House,1,155,NY-15,92.89,83.16,102.61,0.9999,92.87,1,1
race,2016,House,1,155,NY-18,15.8,3.14,28.46,0.9799,11.22,1,1
race,2016,House,1,155,NY-19,6.2,-6.22,18.62,0.7941,-8.12,0,1
race,2016,House,1,155,NY-2,-7.41,-20.24,5.42,0.171,-24.13,0,1
race,2016,House,1,155,NY-20,31.82,18.75,44.89,0.9999,35.79,1,1
race,2016,House,1,155,NY-21,-2.72,-15.21,9.77,0.36,-36.81,0,1
race,2016,House,1,155,NY-22,2.58,-10.45,15.61,0.6278,-6.23,0,1
race,2016,House,1,155,NY-23,-4.33,-17.25,8.59,0.2907,-15.19,0,1
race,2016,House,1,155,NY-24,7.32,-5.5,20.14,0.8261,-21.11,0,1
race,2016,House,1,155,NY-25,28.28,15.35,41.21,0.9998,12.38,1,1
race,2016,House,1,155,NY-26,39.82,27.07,52.56,0.9999,49.16,1,1
race,2016,House,1,155,NY-27,-17.27,-29.74,-4.79,0.0114,-34.39,0,1
race,2016,House,1,155,NY-3,5.7,-6.8,18.19,0.7734,6.01,1,1
race,2016,House,1,155,NY-4,22.88,10.32,35.45,0.9986,19.17,1,1
race,2016,House,1,155,NY-5,81,70.65,91.35,0.9999,73.66,1,1
race,2016,House,1,155,NY-6,43.32,30.18,56.46,0.9999,45.9,1,1
race,2016,House,1,155,NY-7,78.92,68.19,89.65,0.9999,81.57,1,1
race,2016,House,1,155,OH-1,-13.58,-27.04,-0.13,0.0484,-18.43,0,1
race,2016,House,1,155,OH-10,-11.95,-24.72,0.82,0.0618,-32.47,0,1
race,2016,House,1,155,OH-11,68.28,56.36,80.2,0.9999,60.51,1,1
race,2016,House,1,155,OH-12,-18.5,-31.13,-5.87,0.008,-38.09,0,1
race,2016,House,1,155,OH-13,38.84,26.25,51.43,0.9999,35.47,1,1
race,2016,House,1,155,OH-14,-12.74,-25.63,0.14,0.0519,-25.22,0,1
race,2016,House,1,155,OH-15,-13.95,-26.84,-1.06,0.0375,-32.33,0,1
race,2016,House,1,155,OH-16,-13.42,-26.29,-0.55,0.0432,-30.66,0,1
race,2016,House,1,155,OH-2,-16.58,-29.32,-3.85,0.0161,-32.89,0,1
race,2016,House,1,155,OH-3,44.96,32.5,57.41,0.9999,37.15,1,1
race,2016,House,1,155,OH-4,-19.41,-32.28,-6.53,0.0066,-35.98,0,1
race,2016,House,1,155,OH-5,-17.4,-30.36,-4.44,0.0136,-41.8,0,1
race,2016,House,1,155,OH-6,-13.89,-26.71,-1.08,0.0372,-41.35,0,1
race,2016,House,1,155,OH-7,-14.19,-26.73,-1.64,0.0314,-37.72,0,1
race,2016,House,1,155,OH-8,-24.58,-41.15,-8,0.0074,-43.65,0,1
race,2016,House,1,155,OH-9,47.01,34.59,59.43,0.9999,37.37,1,1
race,2016,House,1,155,OK-2,-32.18,-44.56,-19.81,1e-4,-50.53,0,1
race,2016,House,1,155,OK-3,-43.52,-55.8,-31.24,1e-4,-56.58,0,1
race,2016,House,1,155,OK-4,-33.03,-45.54,-20.51,1e-4,-45.5,0,1
race,2016,House,1,155,OK-5,-18.07,-30.66,-5.49,0.0091,-21.6,0,1
race,2016,House,1,155,OR-1,29.7,16.83,42.58,0.9999,23.45,1,1
race,2016,House,1,155,OR-2,-23.89,-36.65,-11.14,0.001,-43.81,0,1
race,2016,House,1,155,OR-3,55.62,43.65,67.58,0.9999,55.7,1,1
race,2016,House,1,155,OR-4,22.31,8.86,35.76,0.9968,16.62,1,1
race,2016,House,1,155,OR-5,14.06,3.5,24.63,0.9857,10.85,1,1
race,2016,House,1,155,PA-1,67.46,55.33,79.6,0.9999,64.4,1,1
race,2016,House,1,155,PA-10,-23.18,-35.68,-10.67,0.0011,-40.34,0,1
race,2016,House,1,155,PA-11,-14.93,-27.83,-2.03,0.0285,-27.34,0,1
race,2016,House,1,155,PA-12,-17.66,-30.37,-4.95,0.0111,-23.52,0,1
race,2016,House,1,155,PA-14,45.29,32.02,58.56,0.9999,48.73,1,1
race,2016,House,1,155,PA-15,-12.04,-24.54,0.46,0.0566,-21.12,0,1
race,2016,House,1,155,PA-16,-6.4,-16.9,4.09,0.1578,-11.24,0,1
race,2016,House,1,155,PA-17,25.15,11.96,38.34,0.9991,7.61,1,1
race,2016,House,1,155,PA-2,83.49,72.37,94.61,0.9999,80.57,1,1
race,2016,House,1,155,PA-2,80.84,69.77,91.91,0.9999,80.35,1,1
race,2016,House,1,155,PA-4,-21.86,-34.57,-9.15,0.0023,-32.11,0,1
race,2016,House,1,155,PA-5,-19.12,-31.57,-6.67,0.0058,-34.33,0,1
race,2016,House,1,155,PA-6,-6.01,-18.96,6.95,0.2228,-14.48,0,1
race,2016,House,1,155,PA-7,-9.71,-22.06,2.63,0.0978,-18.93,0,1
race,2016,House,1,155,PA-8,4.75,-7.83,17.33,0.7327,-8.85,0,1
race,2016,House,1,155,PA-9,-27.45,-40.2,-14.69,2e-4,-26.68,0,1
race,2016,House,1,155,RI-1,38.78,26.42,51.14,0.9999,29.53,1,1
race,2016,House,1,155,RI-2,33.79,21.13,46.46,0.9999,30.88,1,1
race,2016,House,1,155,SC-1,-20.9,-33.54,-8.26,0.0033,-22.77,0,1
race,2016,House,1,155,SC-2,-22.34,-34.59,-10.09,0.0014,-25.34,0,1
race,2016,House,1,155,SC-3,-30,-42.35,-17.65,1e-4,-45.83,0,1
race,2016,House,1,155,SC-4,-27.29,-39.73,-14.85,2e-4,-36.85,0,1
race,2016,House,1,155,SC-5,-14.05,-27.2,-0.9,0.0394,-20.9,0,1
race,2016,House,1,155,SC-6,49.19,36.19,62.19,0.9999,43.48,1,1
race,2016,House,1,155,SC-7,-14.49,-27.39,-1.59,0.0323,-22.03,0,1
race,2016,House,1,155,SD-1,-18.24,-31.26,-5.22,0.0106,-28.21,0,1
race,2016,House,1,155,TN-1,-44.12,-56.46,-31.79,1e-4,-67.11,0,1
race,2016,House,1,155,TN-2,-39.02,-51.15,-26.89,1e-4,-51.29,0,1
race,2016,House,1,155,TN-3,-27.42,-39.92,-14.91,2e-4,-39.43,0,1
race,2016,House,1,155,TN-4,-27.79,-40.36,-15.23,1e-4,-30.07,0,1
race,2016,House,1,155,TN-5,28.16,15.6,40.72,0.9999,25.11,1,1
race,2016,House,1,155,TN-6,-37.51,-49.78,-25.25,1e-4,-53.07,0,1
race,2016,House,1,155,TN-7,-32.98,-45.79,-20.17,1e-4,-50.89,0,1
race,2016,House,1,155,TN-8,-28.8,-41.2,-16.39,1e-4,-46.53,0,1
race,2016,House,1,155,TN-9,60.66,48.47,72.86,0.9999,61.34,1,1
race,2016,House,1,155,TX-1,-40.73,-53.26,-28.21,1e-4,-50.76,0,1
race,2016,House,1,155,TX-10,-23.33,-35.65,-11.01,9e-4,-19.72,0,1
race,2016,House,1,155,TX-12,-35.49,-48.25,-22.73,1e-4,-44.2,0,1
race,2016,House,1,155,TX-14,-20.87,-33.23,-8.51,0.0027,-23.71,0,1
race,2016,House,1,155,TX-15,22.24,9.14,35.33,0.9974,20.66,1,1
race,2016,House,1,155,TX-17,-23.2,-36.16,-10.24,0.0016,-26.61,0,1
race,2016,House,1,155,TX-18,57.85,45.23,70.47,0.9999,51.32,1,1
race,2016,House,1,155,TX-2,-28.5,-41.12,-15.88,1e-4,-25.46,0,1
race,2016,House,1,155,TX-21,-24.53,-36.78,-12.28,5e-4,-22,0,1
race,2016,House,1,155,TX-22,-26.95,-39.4,-14.49,2e-4,-19.04,0,1
race,2016,House,1,155,TX-23,1.85,-11.55,15.26,0.59,-1.4,0,1
race,2016,House,1,155,TX-24,-24.06,-36.62,-11.5,8e-4,-17.65,0,1
race,2016,House,1,155,TX-25,-23.31,-36.23,-10.39,0.0015,-21.44,0,1
race,2016,House,1,155,TX-26,-35.46,-47.95,-22.97,1e-4,-38.28,0,1
race,2016,House,1,155,TX-27,-23.27,-35.95,-10.59,0.0013,-23.39,0,1
race,2016,House,1,155,TX-28,33.01,19.64,46.38,0.9999,35.78,1,1
race,2016,House,1,155,TX-29,40.92,27.97,53.87,0.9999,50.28,1,1
race,2016,House,1,155,TX-3,-29.82,-42.06,-17.58,1e-4,-27.8,0,1
race,2016,House,1,155,TX-30,62.84,50.53,75.15,0.9999,60.84,1,1
race,2016,House,1,155,TX-31,-23.84,-35.95,-11.73,6e-4,-23.05,0,1
race,2016,House,1,155,TX-33,51.05,38.66,63.44,0.9999,47.42,1,1
race,2016,House,1,155,TX-34,32.46,19.29,45.63,0.9999,25.34,1,1
race,2016,House,1,155,TX-35,36.41,23.51,49.31,0.9999,33.28,1,1
race,2016,House,1,155,TX-6,-20.66,-33.13,-8.19,0.0032,-19.83,0,1
race,2016,House,1,155,TX-7,-23.36,-35.72,-10.99,9e-4,-12.35,0,1
race,2016,House,1,155,TX-9,60.41,48.15,72.67,0.9999,61.29,1,1
race,2016,House,1,155,UT-1,-48.99,-60.71,-37.27,1e-4,-42.74,0,1
race,2016,House,1,155,UT-2,-34.72,-46.78,-22.67,1e-4,-29.04,0,1
race,2016,House,1,155,UT-3,-51.03,-62.66,-39.39,1e-4,-46.92,0,1
race,2016,House,1,155,UT-4,-21.74,-34.18,-9.3,0.002,-13.1,0,1
race,2016,House,1,155,VA-1,-16.6,-29.12,-4.09,0.0145,-24.1,0,1
race,2016,House,1,155,VA-10,-2.41,-15.19,10.38,0.3784,-5.79,0,1
race,2016,House,1,155,VA-2,-5.74,-17.96,6.48,0.2199,-22.92,0,1
race,2016,House,1,155,VA-3,42.9,29.93,55.87,0.9999,33.71,1,1
race,2016,House,1,155,VA-4,20.55,7.8,33.3,0.996,15.73,1,1
race,2016,House,1,155,VA-5,-5.06,-17.54,7.41,0.2522,-16.69,0,1
race,2016,House,1,155,VA-6,-21.05,-33.76,-8.33,0.0032,-33.56,0,1
race,2016,House,1,155,VA-7,-14.22,-26.96,-1.49,0.0331,-15.31,0,1
race,2016,House,1,155,VA-8,43.38,31.24,55.53,0.9999,42.97,1,1
race,2016,House,1,155,VA-9,-26.63,-39.47,-13.79,3e-4,-41.55,0,1
race,2016,House,1,155,WA-1,22.02,9.2,34.84,0.9976,10.83,1,1
race,2016,House,1,155,WA-10,25.9,13.27,38.53,0.9996,17.33,1,1
race,2016,House,1,155,WA-2,32.06,19.45,44.67,0.9999,28.03,1,1
race,2016,House,1,155,WA-3,-9.01,-21.58,3.56,0.1192,-23.51,0,1
race,2016,House,1,155,WA-5,-16.29,-29.14,-3.43,0.0186,-19.28,0,1
race,2016,House,1,155,WA-6,28.65,15.81,41.49,0.9999,23.06,1,1
race,2016,House,1,155,WA-8,-6.23,-19.38,6.91,0.2178,-20.39,0,1
race,2016,House,1,155,WA-9,47.53,35.46,59.59,0.9999,45.77,1,1
race,2016,House,1,155,WI-1,-13.91,-26.87,-0.94,0.0388,-36.51,0,1
race,2016,House,1,155,WI-2,45.29,33.32,57.25,0.9999,37.6,1,1
race,2016,House,1,155,WI-5,-26.29,-38.6,-13.98,2e-4,-38.98,0,1
race,2016,House,1,155,WI-6,-11.26,-23.89,1.38,0.0713,-21.08,0,1
race,2016,House,1,155,WI-7,-11.04,-24.06,1.98,0.0815,-23.41,0,1
race,2016,House,1,155,WI-8,1.96,-11.14,15.05,0.5971,-25.36,0,1
race,2016,House,1,155,WV-1,-23.88,-36.74,-11.02,0.0011,-37.95,0,1
race,2016,House,1,155,WV-2,-15.72,-28.26,-3.19,0.0195,-16.36,0,1
race,2016,House,1,155,WV-3,-24.32,-37.12,-11.52,9e-4,-47.8,0,1
race,2016,House,1,155,WY-1,-35.35,-47.87,-22.83,1e-4,-34.84,0,1
race,2016,House,2,148,AK-1,-15.21,-27.46,-2.95,0.0206,-16.56,0,1
race,2016,House,2,148,AL-2,-22.3,-35.2,-9.39,0.0022,-9.23,0,1
race,2016,House,2,148,AL-3,-26.12,-38.69,-13.55,3e-4,-34.05,0,1
race,2016,House,2,148,AL-5,-25.83,-38.73,-12.93,5e-4,-33.59,0,1
race,2016,House,2,148,AL-6,-41.65,-53.69,-29.61,1e-4,-49.12,0,1
race,2016,House,2,148,AR-2,-10.62,-23.14,1.91,0.0816,-22.63,0,1
race,2016,House,2,148,AZ-1,2.01,-10.94,14.96,0.6007,7.76,1,1
race,2016,House,2,148,AZ-2,2.5,-10.69,15.68,0.6223,-13.92,0,1
race,2016,House,2,148,AZ-4,-33.62,-46.17,-21.07,1e-4,-42.91,0,1
race,2016,House,2,148,AZ-5,-27.27,-39.65,-14.89,1e-4,-28.19,0,1
race,2016,House,2,148,AZ-6,-22.26,-34.85,-9.67,0.0018,-24.26,0,1
race,2016,House,2,148,AZ-7,49.58,37.12,62.03,0.9999,50.51,1,1
race,2016,House,2,148,AZ-9,18.8,5.99,31.6,0.9921,21.88,1,1
race,2016,House,2,148,CA-1,-18.15,-30.64,-5.67,0.0084,-18.11,0,1
race,2016,House,2,148,CA-10,-0.24,-12.78,12.29,0.4873,-3.4,0,1
race,2016,House,2,148,CA-11,45.61,33.42,57.8,0.9999,44.11,1,1
race,2016,House,2,148,CA-13,82.76,72.8,92.71,0.9999,81.57,1,1
race,2016,House,2,148,CA-14,58.14,46.44,69.85,0.9999,61.73,1,1
race,2016,House,2,148,CA-15,46.82,34.98,58.66,0.9999,47.53,1,1
race,2016,House,2,148,CA-16,29.34,16.52,42.17,0.9999,16.07,1,1
race,2016,House,2,148,CA-18,48.48,35.97,60.99,0.9999,42.29,1,1
race,2016,House,2,148,CA-19,52.98,40.7,65.27,0.9999,47.89,1,1
race,2016,House,2,148,CA-2,51.52,39.29,63.75,0.9999,53.7,1,1
race,2016,House,2,148,CA-20,47.83,35.42,60.25,0.9999,41.51,1,1
race,2016,House,2,148,CA-21,3.65,-9.44,16.74,0.6768,-13.48,0,1
race,2016,House,2,148,CA-22,-20.24,-32.93,-7.55,0.0044,-35.13,0,1
race,2016,House,2,148,CA-23,-27.54,-40.79,-14.29,3e-4,-38.35,0,1
race,2016,House,2,148,CA-24,18.38,5.89,30.88,0.9923,6.84,1,1
race,2016,House,2,148,CA-25,-1.22,-14.25,11.8,0.4386,-6.26,0,1
race,2016,House,2,148,CA-26,21.96,9.45,34.47,0.9981,20.76,1,1
race,2016,House,2,148,CA-27,37.6,24.86,50.34,0.9999,34.84,1,1
race,2016,House,2,148,CA-28,51.56,39.02,64.1,0.9999,55.97,1,1
race,2016,House,2,148,CA-3,23.06,10.3,35.82,0.9985,18.7,1,1
race,2016,House,2,148,CA-30,42.55,30.07,55.03,0.9999,45.28,1,1
race,2016,House,2,148,CA-31,24.08,11.46,36.7,0.9991,12.14,1,1
race,2016,House,2,148,CA-33,33.88,21.48,46.29,0.9999,32.88,1,1
race,2016,House,2,148,CA-35,43.02,30.4,55.64,0.9999,44.78,1,1
race,2016,House,2,148,CA-36,15.76,2.68,28.84,0.9763,24.11,1,1
race,2016,House,2,148,CA-38,39.79,26.77,52.8,0.9999,40.96,1,1
race,2016,House,2,148,CA-39,-11.58,-24.92,1.76,0.0767,-14.46,0,1
race,2016,House,2,148,CA-4,-20.96,-33.04,-8.88,0.0022,-25.44,0,1
race,2016,House,2,148,CA-41,33.98,21.16,46.79,0.9999,29.9,1,1
race,2016,House,2,148,CA-42,-18.91,-31.7,-6.13,0.0075,-17.64,0,1
race,2016,House,2,148,CA-43,62.18,50.32,74.03,0.9999,52.17,1,1
race,2016,House,2,148,CA-45,-16.36,-29.17,-3.54,0.0179,-17.12,0,1
race,2016,House,2,148,CA-47,31.63,18.58,44.67,0.9999,27.44,1,1
race,2016,House,2,148,CA-48,-17.18,-30,-4.36,0.0137,-16.64,0,1
race,2016,House,2,148,CA-49,-10.41,-23.71,2.89,0.0989,-0.52,0,1
race,2016,House,2,148,CA-5,51.7,39.5,63.91,0.9999,53.74,1,1
race,2016,House,2,148,CA-50,-25.77,-38.24,-13.31,3e-4,-26.9,0,1
race,2016,House,2,148,CA-51,48.51,35.91,61.1,0.9999,45.51,1,1
race,2016,House,2,148,CA-52,17.03,4.66,29.4,0.9882,13.05,1,1
race,2016,House,2,148,CA-53,34.93,22.02,47.84,0.9999,34.02,1,1
race,2016,House,2,148,CA-6,50.74,38.36,63.13,0.9999,50.85,1,1
race,2016,House,2,148,CA-7,10.79,-1.71,23.28,0.9222,2.34,1,1
race,2016,House,2,148,CA-8,-18.91,-31.44,-6.37,0.0065,-24.52,0,1
race,2016,House,2,148,CA-9,28.3,15.61,40.99,0.9999,14.72,1,1
race,2016,House,2,148,CO-1,48.8,36.41,61.19,0.9999,42.02,1,1
race,2016,House,2,148,CO-2,29.61,16.96,42.25,0.9999,20.96,1,1
race,2016,House,2,148,CO-3,-5.27,-18.45,7.92,0.2555,-15.01,0,1
race,2016,House,2,148,CO-4,-22.71,-34.76,-10.66,0.001,-33.5,0,1
race,2016,House,2,148,CO-5,-22.19,-34.83,-9.55,0.0019,-33.75,0,1
race,2016,House,2,148,CO-6,4.2,-8.42,16.82,0.7078,-8.88,0,1
race,2016,House,2,148,CO-7,26.87,14.61,39.13,0.9998,16.2,1,1
race,2016,House,2,148,CT-1,38.86,26.14,51.58,0.9999,31.01,1,1
race,2016,House,2,148,CT-2,28.18,15.22,41.15,0.9998,30.52,1,1
race,2016,House,2,148,CT-3,39.43,26.82,52.03,0.9999,38.07,1,1
race,2016,House,2,148,CT-4,21.34,8.78,33.91,0.9974,19.8,1,1
race,2016,House,2,148,CT-5,19.21,6.19,32.23,0.9924,16,1,1
