level,cycle,chamber,hz,D,label,est,lo,hi,p_dem,actual,dem_won,scored
race,2020,House,18,36,MD-8,38.34,27.58,49.1,0.9999,36.72,1,1
race,2020,House,18,36,ME-1,25.05,14.91,35.19,0.9999,24.31,1,1
race,2020,House,18,36,ME-2,0.2,-8.66,9.05,0.5145,6.09,1,1
race,2020,House,18,36,MI-1,-21.38,-32.67,-10.08,9e-4,-25.19,0,1
race,2020,House,18,36,MI-10,-28.67,-39.69,-17.65,1e-4,-32.56,0,1
race,2020,House,18,36,MI-11,3.3,-7.71,14.31,0.689,2.43,1,1
race,2020,House,18,36,MI-12,33.55,22.79,44.31,0.9999,36.83,1,1
race,2020,House,18,36,MI-13,62.7,51.84,73.57,0.9999,61.44,1,1
race,2020,House,18,36,MI-14,62.53,51.48,73.57,0.9999,62.48,1,1
race,2020,House,18,36,MI-2,-20.17,-29.56,-10.78,2e-4,-21.53,0,1
race,2020,House,18,36,MI-3,-5.89,-14.35,2.58,0.1265,-5.92,0,1
race,2020,House,18,36,MI-4,-25.99,-37,-14.98,1e-4,-33.52,0,1
race,2020,House,18,36,MI-5,15.32,4.09,26.56,0.9876,13.19,1,1
race,2020,House,18,36,MI-6,-6.23,-15.24,2.79,0.1279,-16.34,0,1
race,2020,House,18,36,MI-7,-17.42,-28.83,-6.01,0.006,-17.5,0,1
race,2020,House,18,36,MI-8,1.19,-10.03,12.41,0.5693,3.66,1,1
race,2020,House,18,36,MI-9,16.33,5.23,27.42,0.9922,20.08,1,1
race,2020,House,18,36,MN-1,-8.46,-17.47,0.56,0.0614,-3.27,0,1
race,2020,House,18,36,MN-2,5.36,-4.44,15.17,0.8159,2.4,1,1
race,2020,House,18,36,MN-3,14.32,3.22,25.41,0.9831,11.29,1,1
race,2020,House,18,36,MN-4,36.43,25.65,47.21,0.9999,37.12,1,1
race,2020,House,18,36,MN-5,57.23,47.11,67.35,0.9999,42.65,1,1
race,2020,House,18,36,MN-6,-26.32,-36.8,-15.84,1e-4,-31.58,0,1
race,2020,House,18,36,MN-7,-16.55,-26.34,-6.75,0.0027,-14.52,0,1
race,2020,House,18,36,MN-8,-15.12,-26.19,-4.06,0.0123,-20.36,0,1
race,2020,House,18,36,MO-1,58.9,47.58,70.22,0.9999,61.21,1,1
race,2020,House,18,36,MO-2,-7.09,-15.86,1.69,0.0921,-6.54,0,1
race,2020,House,18,36,MO-3,-35.72,-46.47,-24.97,1e-4,-41.8,0,1
race,2020,House,18,36,MO-4,-33.61,-44.37,-22.86,1e-4,-39,0,1
race,2020,House,18,36,MO-5,20.87,9.75,31.99,0.999,20.76,1,1
race,2020,House,18,36,MO-6,-31.87,-42.88,-20.87,1e-4,-37.02,0,1
race,2020,House,18,36,MO-7,-40.19,-51.07,-29.32,1e-4,-44.32,0,1
race,2020,House,18,36,MO-8,-47.86,-58.4,-37.31,1e-4,-56.49,0,1
race,2020,House,18,36,MS-1,-32.04,-43.02,-21.05,1e-4,-37.49,0,1
race,2020,House,18,36,MS-2,33.99,22.16,45.81,0.9999,32.03,1,1
race,2020,House,18,36,MS-3,-24.41,-35.41,-13.41,1e-4,-29.34,0,1
race,2020,House,18,36,MT-1,-13.6,-22.52,-4.68,0.0061,-12.77,0,1
race,2020,House,18,36,NC-1,17.53,6.24,28.83,0.9947,8.35,1,1
race,2020,House,18,36,NC-10,-34.5,-45.26,-23.73,1e-4,-37.82,0,1
race,2020,House,18,36,NC-11,-11.17,-20.1,-2.24,0.0198,-12.56,0,1
race,2020,House,18,36,NC-13,-33.49,-43.93,-23.04,1e-4,-36.36,0,1
race,2020,House,18,36,NC-2,26.28,15.47,37.09,0.9999,28.76,1,1
race,2020,House,18,36,NC-3,-22.97,-33.92,-12.02,3e-4,-26.77,0,1
race,2020,House,18,36,NC-4,37.61,26.91,48.31,0.9999,34.66,1,1
race,2020,House,18,36,NC-5,-32.96,-43.86,-22.05,1e-4,-36.54,0,1
race,2020,House,18,36,NC-6,23.72,12.65,34.79,0.9998,24.55,1,1
race,2020,House,18,36,NC-7,-20.82,-31.79,-9.86,9e-4,-20.69,0,1
race,2020,House,18,36,NC-8,-5.86,-14.56,2.83,0.1337,-6.57,0,1
race,2020,House,18,36,NC-9,-11.66,-22.35,-0.98,0.0363,-11.18,0,1
race,2020,House,18,36,ND-1,-33.48,-43.97,-22.99,1e-4,-42.91,0,1
race,2020,House,18,36,NE-1,-22.93,-33.81,-12.05,3e-4,-22.48,0,1
race,2020,House,18,36,NE-2,-0.99,-9.56,7.58,0.4246,-4.7,0,1
race,2020,House,18,36,NE-3,-49.43,-59.97,-38.89,1e-4,-63.25,0,1
race,2020,House,18,36,NH-1,6.37,-2.38,15.13,0.8843,5.23,1,1
race,2020,House,18,36,NH-2,7.7,-1.46,16.86,0.9166,10.45,1,1
race,2020,House,18,36,NJ-1,29.98,18.79,41.16,0.9999,24.96,1,1
race,2020,House,18,36,NJ-10,73.57,63.19,83.96,0.9999,71.4,1,1
race,2020,House,18,36,NJ-11,8.6,-2.92,20.11,0.8903,6.61,1,1
race,2020,House,18,36,NJ-12,37.45,26.64,48.27,0.9999,33.66,1,1
race,2020,House,18,36,NJ-2,-1.1,-9.55,7.35,0.4152,-5.87,0,1
race,2020,House,18,36,NJ-3,0.36,-9.5,10.22,0.524,7.86,1,1
race,2020,House,18,36,NJ-4,-19.34,-30.14,-8.54,0.0016,-22.01,0,1
race,2020,House,18,36,NJ-5,8.05,-3.14,19.24,0.8817,7.61,1,1
race,2020,House,18,36,NJ-7,3.99,-7.28,15.26,0.7199,1.22,1,1
race,2020,House,18,36,NJ-8,57.1,46.1,68.1,0.9999,50.15,1,1
race,2020,House,18,36,NJ-9,37.82,26.79,48.86,0.9999,34.75,1,1
race,2020,House,18,36,NM-1,24.11,13.11,35.11,0.9998,16.38,1,1
race,2020,House,18,36,NM-2,-4.6,-14.62,5.43,0.2253,-7.45,0,1
race,2020,House,18,36,NM-3,20.07,9.97,30.17,0.9995,17.36,1,1
race,2020,House,18,36,NV-1,34.02,22.38,45.67,0.9999,29.84,1,1
race,2020,House,18,36,NV-2,-17.08,-27.66,-6.51,0.0039,-16.22,0,1
race,2020,House,18,36,NV-3,4.92,-6.25,16.09,0.7658,3.16,1,1
race,2020,House,18,36,NV-4,10.49,-0.26,21.25,0.9457,5.04,1,1
race,2020,House,18,36,NY-1,-8.31,-17.06,0.43,0.059,-11.83,0,1
race,2020,House,18,36,NY-10,61.04,50.98,71.11,0.9999,51.03,1,1
race,2020,House,18,36,NY-11,-2.08,-13.2,9.05,0.3794,-6.29,0,1
race,2020,House,18,36,NY-12,70.23,60.73,79.73,0.9999,66.65,1,1
race,2020,House,18,36,NY-13,88.5,78.86,98.14,0.9999,84.24,1,1
race,2020,House,18,36,NY-14,59.91,49.97,69.85,0.9999,44.63,1,1
race,2020,House,18,36,NY-17,24.57,13.44,35.7,0.9999,25.44,1,1
race,2020,House,18,36,NY-18,7.64,-3.51,18.78,0.8701,12.66,1,1
race,2020,House,18,36,NY-19,2.64,-8.82,14.09,0.6475,11.82,1,1
race,2020,House,18,36,NY-2,-4.03,-14.94,6.89,0.2719,-7.01,0,1
race,2020,House,18,36,NY-20,22.78,11.74,33.81,0.9997,22.35,1,1
race,2020,House,18,36,NY-21,-18.18,-29.24,-7.12,0.0034,-17.67,0,1
race,2020,House,18,36,NY-22,-6.7,-17.94,4.53,0.1632,-0.03,0,1
race,2020,House,18,36,NY-23,-15.64,-25.63,-5.65,0.005,-16.79,0,1
race,2020,House,18,36,NY-24,2.8,-5.78,11.37,0.7042,-10.58,0,1
race,2020,House,18,36,NY-25,21.88,10.94,32.82,0.9995,20.49,1,1
race,2020,House,18,36,NY-26,29.34,18.32,40.35,0.9999,41.78,1,1
race,2020,House,18,36,NY-27,-19.84,-33.25,-6.43,0.0075,-20.99,0,1
race,2020,House,18,36,NY-3,11.98,2.04,21.92,0.9763,12.56,1,1
race,2020,House,18,36,NY-4,17.96,6.58,29.34,0.9953,13.25,1,1
race,2020,House,18,36,NY-6,38.42,27.62,49.23,0.9999,35.96,1,1
race,2020,House,18,36,NY-7,78.09,69.21,86.96,0.9999,70.91,1,1
race,2020,House,18,36,NY-8,72.32,63.05,81.58,0.9999,69.66,1,1
race,2020,House,18,36,NY-9,70.17,60.69,79.66,0.9999,67.94,1,1
race,2020,House,18,36,OH-1,-3.75,-12.14,4.65,0.2314,-7.41,0,1
race,2020,House,18,36,OH-10,-9.46,-20.34,1.42,0.0764,-16.71,0,1
race,2020,House,18,36,OH-11,64.35,53.54,75.17,0.9999,60.11,1,1
race,2020,House,18,36,OH-12,-10.72,-21.93,0.49,0.0578,-13.88,0,1
race,2020,House,18,36,OH-13,17.31,5.89,28.74,0.9937,7.75,1,1
race,2020,House,18,36,OH-14,-15.73,-27.03,-4.43,0.011,-20.2,0,1
race,2020,House,18,36,OH-15,-19.54,-30.92,-8.16,0.0024,-26.85,0,1
race,2020,House,18,36,OH-16,-18.55,-29.33,-7.76,0.0023,-26.38,0,1
race,2020,House,18,36,OH-2,-19.11,-30.52,-7.69,0.0029,-22.18,0,1
race,2020,House,18,36,OH-3,42.13,30.59,53.67,0.9999,41.7,1,1
race,2020,House,18,36,OH-4,-31.62,-42.67,-20.58,1e-4,-39.67,0,1
race,2020,House,18,36,OH-5,-26.99,-38.1,-15.88,1e-4,-36,0,1
race,2020,House,18,36,OH-6,-37.72,-48.61,-26.83,1e-4,-48.83,0,1
race,2020,House,18,36,OH-7,-28.29,-39.5,-17.09,1e-4,-39.64,0,1
race,2020,House,18,36,OH-8,-33.31,-44.42,-22.2,1e-4,-37.95,0,1
race,2020,House,18,36,OH-9,31.06,20.2,41.92,0.9999,26.16,1,1
race,2020,House,18,36,OK-1,-27.83,-38.46,-17.19,1e-4,-32.18,0,1
race,2020,House,18,36,OK-2,-44.04,-54.79,-33.29,1e-4,-54.66,0,1
race,2020,House,18,36,OK-3,-47.62,-58.17,-37.08,1e-4,-56.98,0,1
race,2020,House,18,36,OK-4,-35.96,-46.37,-25.55,1e-4,-40.4,0,1
race,2020,House,18,36,OK-5,-7.09,-15.67,1.5,0.0872,-4.12,0,1
race,2020,House,18,36,OR-1,30.7,19.58,41.81,0.9999,29.44,1,1
race,2020,House,18,36,OR-2,-21.02,-32.25,-9.8,0.001,-23.71,0,1
race,2020,House,18,36,OR-3,54.24,43.96,64.52,0.9999,51.31,1,1
race,2020,House,18,36,OR-4,9.98,-1.19,21.15,0.9292,5.44,1,1
race,2020,House,18,36,OR-5,13.06,1.58,24.55,0.9693,6.94,1,1
race,2020,House,18,36,PA-1,-1.19,-9.89,7.5,0.4108,-13.12,0,1
race,2020,House,18,36,PA-10,-5.62,-14.09,2.85,0.1374,-6.62,0,1
race,2020,House,18,36,PA-11,-25.59,-36.49,-14.68,1e-4,-26.25,0,1
race,2020,House,18,36,PA-12,-33.25,-44.25,-22.25,1e-4,-41.69,0,1
race,2020,House,18,36,PA-13,-40.44,-51.33,-29.55,1e-4,-46.97,0,1
race,2020,House,18,36,PA-14,-26.21,-37.29,-15.13,1e-4,-29.39,0,1
race,2020,House,18,36,PA-15,-38.79,-49.76,-27.81,1e-4,-46.92,0,1
race,2020,House,18,36,PA-16,-17.48,-27.41,-7.55,0.0019,-18.68,0,1
race,2020,House,18,36,PA-17,2.08,-6.65,10.82,0.6526,2.29,1,1
race,2020,House,18,36,PA-18,33.44,22.5,44.37,0.9999,38.5,1,1
race,2020,House,18,36,PA-2,50.62,39.19,62.05,0.9999,45.07,1,1
race,2020,House,18,36,PA-3,84.32,74.52,94.12,0.9999,82.06,1,1
race,2020,House,18,36,PA-4,23.72,12.5,34.94,0.9997,19.05,1,1
race,2020,House,18,36,PA-5,31.72,20.55,42.88,0.9999,29.39,1,1
race,2020,House,18,36,PA-6,15.95,4.97,26.93,0.9916,12.11,1,1
race,2020,House,18,36,PA-7,6.69,-4.37,17.76,0.8402,3.73,1,1
race,2020,House,18,36,PA-8,0.76,-9.1,10.63,0.5507,3.55,1,1
race,2020,House,18,36,PA-9,-29.53,-40.47,-18.59,1e-4,-37.96,0,1
race,2020,House,18,36,RI-1,30.75,20.05,41.45,0.9999,63.45,1,1
race,2020,House,18,36,RI-2,18.09,6.52,29.65,0.995,16.74,1,1
race,2020,House,18,36,SC-1,-6.56,-16.37,3.26,0.136,-1.27,0,1
race,2020,House,18,36,SC-2,-17.01,-28.03,-5.99,0.0056,-13.3,0,1
race,2020,House,18,36,SC-3,-35.38,-46.08,-24.68,1e-4,-42.56,0,1
race,2020,House,18,36,SC-4,-25.92,-36.51,-15.34,1e-4,-25.09,0,1
race,2020,House,18,36,SC-5,-19.68,-30.89,-8.47,0.0019,-20.23,0,1
race,2020,House,18,36,SC-6,40.75,28.85,52.66,0.9999,37.74,1,1
race,2020,House,18,36,SC-7,-20.06,-31.18,-8.94,0.0015,-23.67,0,1
race,2020,House,18,36,TN-1,-49.19,-59.7,-38.68,1e-4,-53.76,0,1
race,2020,House,18,36,TN-2,-33.51,-44.51,-22.52,1e-4,-37.07,0,1
race,2020,House,18,36,TN-3,-32.52,-43.26,-21.79,1e-4,-37.63,0,1
race,2020,House,18,36,TN-4,-34.97,-45.65,-24.28,1e-4,-33.33,0,1
race,2020,House,18,36,TN-6,-42.51,-53.27,-31.74,1e-4,-50.88,0,1
race,2020,House,18,36,TN-7,-36.03,-46.88,-25.19,1e-4,-43.79,0,1
race,2020,House,18,36,TN-8,-34.36,-45.56,-23.16,1e-4,-39.78,0,1
race,2020,House,18,36,TN-9,59.08,48.1,70.07,0.9999,58.76,1,1
race,2020,House,18,36,TX-1,-41.38,-51.88,-30.88,1e-4,-45.16,0,1
race,2020,House,18,36,TX-10,-7.62,-16.45,1.2,0.0776,-7.29,0,1
race,2020,House,18,36,TX-11,-51.73,-62.85,-40.61,1e-4,-62.66,0,1
race,2020,House,18,36,TX-12,-30.88,-41.6,-20.16,1e-4,-31.71,0,1
race,2020,House,18,36,TX-13,-56.05,-66.22,-45.88,1e-4,-62.27,0,1
race,2020,House,18,36,TX-14,-20.45,-31.09,-9.8,8e-4,-23.28,0,1
race,2020,House,18,36,TX-15,22.09,10.34,33.84,0.999,2.93,1,1
race,2020,House,18,36,TX-16,42.54,30.8,54.28,0.9999,29.44,1,1
race,2020,House,18,36,TX-17,-16.43,-25.91,-6.94,0.0022,-15.43,0,1
race,2020,House,18,36,TX-18,58.24,46.89,69.59,0.9999,51.43,1,1
race,2020,House,18,36,TX-19,-45.13,-56.57,-33.69,1e-4,-53.18,0,1
race,2020,House,18,36,TX-2,-10.57,-21.63,0.49,0.058,-13.03,0,1
race,2020,House,18,36,TX-20,32.06,20.14,43.98,0.9999,32.28,1,1
race,2020,House,18,36,TX-21,-6.89,-15.7,1.91,0.0988,-6.79,0,1
race,2020,House,18,36,TX-22,-5.23,-13.95,3.49,0.1618,-7.2,0,1
race,2020,House,18,36,TX-23,4.87,-5.23,14.96,0.7863,-4.08,0,1
race,2020,House,18,36,TX-24,-3.52,-12.38,5.34,0.2564,-1.38,0,1
race,2020,House,18,36,TX-25,-12.15,-20.85,-3.45,0.0108,-14.1,0,1
race,2020,House,18,36,TX-26,-27.4,-38.13,-16.67,1e-4,-23.87,0,1
race,2020,House,18,36,TX-27,-25.1,-36.99,-13.2,3e-4,-28.7,0,1
race,2020,House,18,36,TX-28,28.22,16.07,40.38,0.9999,19.86,1,1
race,2020,House,18,36,TX-29,46.51,34.63,58.38,0.9999,44.42,1,1
race,2020,House,18,36,TX-3,-12.37,-21.07,-3.67,0.0097,-12.45,0,1
race,2020,House,18,36,TX-30,61.78,50.71,72.86,0.9999,61.61,1,1
race,2020,House,18,36,TX-31,-12.58,-23.44,-1.72,0.0284,-9.36,0,1
race,2020,House,18,36,TX-32,5.98,-4.81,16.78,0.8191,6.15,1,1
race,2020,House,18,36,TX-33,52.01,40.62,63.4,0.9999,45.31,1,1
race,2020,House,18,36,TX-34,27.47,15.52,39.42,0.9999,13.97,1,1
race,2020,House,18,36,TX-35,39.39,27.47,51.32,0.9999,37.17,1,1
race,2020,House,18,36,TX-36,-42.21,-52.6,-31.82,1e-4,-50.42,0,1
race,2020,House,18,36,TX-4,-46.41,-56.91,-35.91,1e-4,-53.76,0,1
race,2020,House,18,36,TX-5,-27.73,-38.48,-16.98,1e-4,-26.62,0,1
race,2020,House,18,36,TX-6,-10.27,-19.97,-0.57,0.0408,-9.11,0,1
race,2020,House,18,36,TX-7,2.9,-8.13,13.94,0.6675,3.39,1,1
race,2020,House,18,36,TX-8,-45.19,-55.4,-34.97,1e-4,-48.01,0,1
race,2020,House,18,36,TX-9,62.64,51.42,73.85,0.9999,55.44,1,1
race,2020,House,18,36,UT-1,-35.64,-45.11,-26.17,1e-4,-39.1,0,1
race,2020,House,18,36,UT-2,-20.39,-29.81,-10.96,2e-4,-23.39,0,1
race,2020,House,18,36,UT-3,-37.16,-46.62,-27.7,1e-4,-43.94,0,1
race,2020,House,18,36,UT-4,-4.93,-13.55,3.68,0.1731,-1.06,0,1
race,2020,House,18,36,VA-1,-15.68,-26.62,-4.73,0.0092,-16.47,0,1
race,2020,House,18,36,VA-10,14.92,3.67,26.17,0.9855,13.15,1,1
race,2020,House,18,36,VA-11,42.41,31.6,53.23,0.9999,43.19,1,1
race,2020,House,18,36,VA-2,0.57,-9.13,10.27,0.5386,5.9,1,1
race,2020,House,18,36,VA-3,36.3,24.6,48,0.9999,37,1,1
race,2020,House,18,36,VA-4,25.86,15.13,36.59,0.9999,23.42,1,1
race,2020,House,18,36,VA-5,-7.06,-16.09,1.97,0.0992,-5.15,0,1
race,2020,House,18,36,VA-6,-24.9,-35.94,-13.87,1e-4,-29.34,0,1
race,2020,House,18,36,VA-7,-1.73,-12.78,9.31,0.3982,1.82,1,1
race,2020,House,18,36,VA-8,54.89,44.6,65.19,0.9999,51.94,1,1
race,2020,House,18,36,VT-1,37.57,27.75,47.39,0.9999,42.73,1,1
race,2020,House,18,36,WA-1,22.8,11.68,33.93,0.9996,17.25,1,1
race,2020,House,18,36,WA-2,29.83,18.64,41.03,0.9999,26.48,1,1
race,2020,House,18,36,WA-3,-6.65,-15.22,1.93,0.1011,-13.01,0,1
race,2020,House,18,36,WA-4,-24.45,-36.21,-12.69,3e-4,-32.63,0,1
race,2020,House,18,36,WA-5,-17.35,-27.92,-6.79,0.0034,-22.82,0,1
race,2020,House,18,36,WA-6,21.73,10.85,32.62,0.9995,18.9,1,1
race,2020,House,18,36,WA-7,71.79,62.38,81.2,0.9999,66.37,1,1
race,2020,House,18,36,WA-8,8.07,-3.1,19.24,0.8826,3.57,1,1
race,2020,House,18,36,WA-9,51.6,40.93,62.27,0.9999,48.52,1,1
race,2020,House,18,36,WI-1,-13.01,-22.65,-3.37,0.0132,-18.71,0,1
race,2020,House,18,36,WI-2,41.61,30.7,52.51,0.9999,39.45,1,1
race,2020,House,18,36,WI-3,6.02,-5.2,17.23,0.8113,2.66,1,1
race,2020,House,18,36,WI-4,54.17,43.14,65.19,0.9999,53.36,1,1
race,2020,House,18,36,WI-5,-20.53,-31.26,-9.8,8e-4,-20.29,0,1
race,2020,House,18,36,WI-6,-18.41,-29.6,-7.21,0.0034,-18.51,0,1
race,2020,House,18,36,WI-7,-19.47,-33.69,-5.24,0.0122,-21.53,0,1
race,2020,House,18,36,WI-8,-20.83,-31.77,-9.89,9e-4,-28.4,0,1
race,2020,House,18,36,WV-1,-36.93,-47.73,-26.13,1e-4,-37.95,0,1
race,2020,House,18,36,WV-2,-30.38,-41.38,-19.37,1e-4,-26.15,0,1
race,2020,House,18,36,WV-3,-38.8,-49.54,-28.06,1e-4,-42.67,0,1
race,2020,House,18,36,WY-1,-43.13,-53.89,-32.37,1e-4,-47.23,0,1
race,2020,House,19,29,AK-1,-9.29,-17.55,-1.04,0.032,-9.17,0,1
race,2020,House,19,29,AL-1,-27.07,-37.99,-16.15,1e-4,-28.86,0,1
race,2020,House,19,29,AL-2,-28.72,-39.51,-17.93,1e-4,-30.57,0,1
race,2020,House,19,29,AL-3,-30.35,-41.2,-19.51,1e-4,-35.03,0,1
race,2020,House,19,29,AL-4,-55.16,-65.2,-45.12,1e-4,-64.61,0,1
race,2020,House,19,29,AR-2,-6.83,-15.11,1.46,0.0876,-10.73,0,1
race,2020,House,19,29,AR-3,-30.84,-41.26,-20.42,1e-4,-33.81,0,1
race,2020,House,19,29,AR-4,-30.35,-41,-19.71,1e-4,-43.34,0,1
race,2020,House,19,29,AZ-1,5.99,-5.14,17.11,0.812,3.22,1,1
race,2020,House,19,29,AZ-2,11.76,1.21,22.3,0.9667,10.23,1,1
race,2020,House,19,29,AZ-3,34.81,23,46.63,0.9999,29.15,1,1
race,2020,House,19,29,AZ-4,-36.64,-47.43,-25.85,1e-4,-39.53,0,1
race,2020,House,19,29,AZ-5,-22.28,-32.83,-11.73,3e-4,-17.78,0,1
race,2020,House,19,29,AZ-6,-6.91,-15.3,1.49,0.088,-4.35,0,1
race,2020,House,19,29,AZ-7,53.17,41.86,64.47,0.9999,53.43,1,1
race,2020,House,19,29,AZ-8,-21.34,-32.01,-10.66,5e-4,-19.13,0,1
race,2020,House,19,29,AZ-9,22.29,11.26,33.31,0.9996,23.25,1,1
race,2020,House,19,29,CA-1,-15.81,-24.76,-6.87,0.0018,-13.99,0,1
race,2020,House,19,29,CA-10,8.62,-3.46,20.7,0.8798,10.33,1,1
race,2020,House,19,29,CA-11,51.51,41.16,61.86,0.9999,45.99,1,1
race,2020,House,19,29,CA-13,84.83,76.31,93.36,0.9999,80.73,1,1
race,2020,House,19,29,CA-14,61.26,51.24,71.28,0.9999,58.57,1,1
race,2020,House,19,29,CA-15,49.1,38.84,59.36,0.9999,41.81,1,1
race,2020,House,19,29,CA-16,27.06,15.21,38.91,0.9999,18.76,1,1
race,2020,House,19,29,CA-17,55.69,45.78,65.61,0.9999,42.69,1,1
race,2020,House,19,29,CA-19,55.42,45.26,65.58,0.9999,43.36,1,1
race,2020,House,19,29,CA-2,52.04,41.97,62.12,0.9999,51.48,1,1
race,2020,House,19,29,CA-20,51.4,40.2,62.59,0.9999,53.55,1,1
race,2020,House,19,29,CA-21,8.13,-2.38,18.63,0.8983,-0.89,0,1
race,2020,House,19,29,CA-22,-9.75,-19.58,0.07,0.0512,-8.45,0,1
race,2020,House,19,29,CA-23,-24.28,-36.05,-12.5,3e-4,-24.28,0,1
race,2020,House,19,29,CA-24,24.39,13.61,35.18,0.9999,17.33,1,1
race,2020,House,19,29,CA-25,4.77,-3.98,13.52,0.8149,-0.1,0,1
race,2020,House,19,29,CA-26,27.62,16.57,38.66,0.9999,21.17,1,1
race,2020,House,19,29,CA-27,42.68,32.05,53.31,0.9999,39.55,1,1
race,2020,House,19,29,CA-28,54.04,43.77,64.32,0.9999,45.31,1,1
race,2020,House,19,29,CA-3,19.53,8.84,30.22,0.9987,9.35,1,1
race,2020,House,19,29,CA-30,46.95,36.42,57.48,0.9999,38.97,1,1
race,2020,House,19,29,CA-31,26.11,14.27,37.96,0.9999,22.58,1,1
race,2020,House,19,29,CA-32,43.06,31.27,54.84,0.9999,33.16,1,1
race,2020,House,19,29,CA-33,44.68,34.16,55.19,0.9999,35.16,1,1
race,2020,House,19,29,CA-35,44.72,33.23,56.22,0.9999,38.66,1,1
race,2020,House,19,29,CA-36,16.86,4.83,28.9,0.9894,20.68,1,1
race,2020,House,19,29,CA-37,78.87,70.12,87.62,0.9999,71.88,1,1
race,2020,House,19,29,CA-39,8,-1.46,17.47,0.918,-1.2,0,1
race,2020,House,19,29,CA-4,-12.45,-21.08,-3.81,0.0089,-11.89,0,1
race,2020,House,19,29,CA-40,72.13,61.78,82.47,0.9999,45.48,1,1
race,2020,House,19,29,CA-41,32.75,20.94,44.56,0.9999,28.06,1,1
race,2020,House,19,29,CA-42,-15,-26.16,-3.84,0.0135,-14.26,0,1
race,2020,House,19,29,CA-43,62.79,51.79,73.8,0.9999,43.37,1,1
race,2020,House,19,29,CA-45,10.5,-0.97,21.98,0.934,6.93,1,1
race,2020,House,19,29,CA-46,41.58,30.2,52.96,0.9999,37.51,1,1
race,2020,House,19,29,CA-47,36.01,25.21,46.81,0.9999,26.54,1,1
race,2020,House,19,29,CA-48,4.17,-6.48,14.82,0.7403,-2.12,0,1
race,2020,House,19,29,CA-49,11.31,1.76,20.85,0.9743,6.26,1,1
race,2020,House,19,29,CA-5,49.87,39.3,60.43,0.9999,52.18,1,1
race,2020,House,19,29,CA-50,-11.14,-19.51,-2.77,0.0143,-7.91,0,1
race,2020,House,19,29,CA-51,51.43,39.87,62.99,0.9999,36.61,1,1
race,2020,House,19,29,CA-52,27.87,16.84,38.89,0.9999,23.15,1,1
race,2020,House,19,29,CA-6,50.96,40.98,60.95,0.9999,46.69,1,1
race,2020,House,19,29,CA-7,18.39,7.43,29.35,0.9971,13.25,1,1
race,2020,House,19,29,CA-8,-15.13,-25.82,-4.44,0.0099,-12.12,0,1
race,2020,House,19,29,CA-9,24.58,12.97,36.2,0.9998,15.17,1,1
race,2020,House,19,29,CO-1,51.2,40.89,61.5,0.9999,51.57,1,1
race,2020,House,19,29,CO-2,27.85,17.06,38.63,0.9999,26.9,1,1
race,2020,House,19,29,CO-3,-6.26,-16.03,3.51,0.1459,-6.39,0,1
race,2020,House,19,29,CO-4,-23.93,-34.51,-13.36,1e-4,-24.3,0,1
race,2020,House,19,29,CO-5,-24.36,-34.74,-13.99,1e-4,-21.29,0,1
race,2020,House,19,29,CO-6,15.33,4.08,26.59,0.9875,17.65,1,1
race,2020,House,19,29,CO-7,20.62,10.2,31.04,0.9994,22.26,1,1
race,2020,House,19,29,CT-1,30.26,19.29,41.24,0.9999,29.17,1,1
race,2020,House,19,29,CT-2,14.88,3.84,25.93,0.9867,21.69,1,1
race,2020,House,19,29,CT-3,25.92,15.21,36.63,0.9999,19.26,1,1
race,2020,House,19,29,CT-4,27.97,17.21,38.73,0.9999,26.42,1,1
race,2020,House,19,29,CT-5,12.04,0.88,23.19,0.962,11.76,1,1
race,2020,House,19,29,DE-1,20.54,11.05,30.03,0.9998,17.79,1,1
race,2020,House,19,29,FL-1,-35.61,-45.81,-25.41,1e-4,-31.02,0,1
race,2020,House,19,29,FL-10,32.37,21.75,42.99,0.9999,27.25,1,1
race,2020,House,19,29,FL-11,-30.18,-41.04,-19.32,1e-4,-33.44,0,1
race,2020,House,19,29,FL-12,-21.49,-32.13,-10.85,4e-4,-25.76,0,1
race,2020,House,19,29,FL-13,10.63,1.15,20.12,0.9675,6.08,1,1
race,2020,House,19,29,FL-14,25.31,14.59,36.03,0.9999,20.52,1,1
race,2020,House,19,29,FL-15,-6.33,-14.69,2.03,0.1066,-10.77,0,1
race,2020,House,19,29,FL-16,-10.26,-18.4,-2.12,0.0191,-11,0,1
race,2020,House,19,29,FL-17,-25.29,-36.19,-14.39,1e-4,-30.96,0,1
race,2020,House,19,29,FL-18,-9.71,-19.11,-0.31,0.0446,-15.14,0,1
race,2020,House,19,29,FL-19,-20.86,-31.15,-10.57,4e-4,-22.56,0,1
race,2020,House,19,29,FL-20,63.85,53.22,74.47,0.9999,57.35,1,1
race,2020,House,19,29,FL-21,25.83,16.32,35.35,0.9999,20.3,1,1
race,2020,House,19,29,FL-22,22.53,11.51,33.54,0.9996,17.2,1,1
race,2020,House,19,29,FL-23,30.6,19.83,41.36,0.9999,16.41,1,1
race,2020,House,19,29,FL-24,68.78,58.3,79.27,0.9999,57.48,1,1
race,2020,House,19,29,FL-26,9.44,-1.28,20.17,0.9262,-3.45,0,1
race,2020,House,19,29,FL-27,14.79,4.13,25.45,0.9887,-2.74,0,1
race,2020,House,19,29,FL-3,-16.22,-26.47,-5.96,0.0046,-14.28,0,1
